,kW,Rida,Gamybos_metai
7059,135,340000,201208
7060,110,162000,2015
7061,135,207000,201412
7062,150,241828,201109
7063,140,220142,201703
7064,180,330650,201010
7065,210,315426,200904
7066,110,97426,201901
7067,183,254000,201011
7068,129,217000,201404
7069,147,218000,201612
7070,225,165451,2011
7071,132,186000,2017
7072,210,395150,2008
7073,129,55000,201607
7074,110,124523,201604
7075,150,280000,201404
7076,225,216053,201011
7077,130,205000,201411
7078,180,261260,201211
7079,210,212200,2012
7080,120,171000,201608
7081,170,239575,201508
7082,225,165451,2011
7083,140,276000,2016
7084,110,139955,201811
7085,225,160000,201108
7086,132,186000,2017
7087,141,133050,201402
7088,110,185000,201510
7089,210,395150,2008
7090,183,358400,201003
7091,110,209566,201909
7092,177,239300,201301
7093,110,315000,202002
7094,110,156000,202105
7095,140,184000,201510
7096,190,250000,201312
7097,225,179600,201107
7098,110,223000,2016
7099,133,224413,201506
7100,113,208250,201609
7101,114,139000,201307
7102,155,137000,201312
7103,190,333000,201211
7104,190,210000,201112
7105,120,62120,201702
7106,121,199090,201801
7107,118,96600,2019
7108,110,139724,201608
7109,206,244000,201111
7110,118,194500,201606
7111,151,137000,201801
7112,125,194000,201511
7113,110,315000,202002
7114,190,285000,201203
7115,140,260000,201504
7116,132,174000,201212
7117,180,261000,201206
7118,180,143000,201506
7119,110,197491,201404
7120,110,173590,201911
7121,110,170470,201809
7122,110,189000,201902
7123,110,87000,201811
7124,211,194250,201910
7125,180,277000,201210
7126,110,80049,202001
7127,110,79011,202001
7128,110,80630,202001
7129,140,248000,201804
7130,112,109000,201801
7131,110,155716,201710
7132,110,229600,201805
7133,190,280000,201210
7134,125,240000,201211
7135,180,187000,2014
7136,170,389600,201506
7137,115,136000,201304
7138,110,212220,201612
7139,230,315000,201312
7140,155,192000,201104
7141,140,250000,201612
7142,211,71000,201908
7143,230,330000,201408
7144,230,252000,201210
7145,160,250000,201509
7146,190,215000,201404
7147,110,193000,201708
7148,140,289000,201807
7149,129,207000,201506
7150,132,95401,201512
7151,110,151010,201903
7152,184,217000,201409
7153,112,177498,201810
7154,327,2995001,201010
7155,110,74705,201901
7156,132,195000,201606
7157,220,263000,201011
7158,120,237428,201609
7159,180,180365,201110
7160,183,230000,201111
7161,180,290000,2012
7162,110,230000,201611
7163,180,256000,201111
7164,135,176400,201409
7165,180,108000,2018
7166,225,160000,201409
7167,230,299500,201410
7168,126,86400,201711
7169,327,2995001,201010
7170,215,233081,201210
7171,133,270000,2015
7172,110,140000,2018
7173,132,151500,201705
7174,110,220500,201704
7175,195,378000,201112
7176,135,99000,201505
7177,132,215000,201910
7178,120,177000,201912
7179,140,230000,201211
7180,120,233000,201307
7181,309,180000,201312
7182,165,140000,201401
7183,110,190239,201705
7184,112,72000,201906
7185,120,319000,201610
7186,190,274000,201403
7187,125,174000,202002
7188,110,224700,201703
7189,190,253532,201207
7190,110,132000,201711
7191,135,158000,201909
7192,230,269900,201402
7193,110,231000,201812
7194,140,249297,201608
7195,195,378000,201112
7196,135,99000,201505
7197,132,215000,201910
7198,120,177000,201912
7199,140,230000,201211
7200,120,233000,201307
7201,309,180000,201312
7202,165,140000,201401
7203,110,190239,201705
7204,112,72000,201906
7205,120,319000,201610
7206,190,274000,201403
7207,125,174000,202002
7208,110,224700,201703
7209,190,253532,201207
7210,110,132000,201711
7211,135,158000,201909
7212,230,269900,201402
7213,110,231000,201812
7214,140,249297,201608
7215,195,378000,201112
7216,135,99000,201505
7217,132,215000,201910
7218,120,177000,201912
7219,140,230000,201211
7220,120,233000,201307
7221,309,180000,201312
7222,165,140000,201401
7223,110,190239,201705
7224,112,72000,201906
7225,120,319000,201610
7226,190,274000,201403
7227,125,174000,202002
7228,110,224700,201703
7229,190,253532,201207
7230,110,132000,201711
7231,135,158000,201909
7232,230,269900,201402
7233,110,231000,201812
7234,140,249297,201608
7235,195,378000,201112
7236,135,99000,201505
7237,132,215000,201910
7238,120,177000,201912
7239,140,230000,201211
7240,120,233000,201307
7241,309,180000,201312
7242,165,140000,201401
7243,110,190239,201705
7244,112,72000,201906
7245,120,319000,201610
7246,190,274000,201403
7247,125,174000,202002
7248,110,224700,201703
7249,190,253532,201207
7250,110,132000,201711
7251,135,158000,201909
7252,230,269900,201402
7253,110,231000,201812
7254,140,249297,201608
7255,195,378000,201112
7256,135,99000,201505
7257,132,215000,201910
7258,120,177000,201912
7259,140,230000,201211
7260,120,233000,201307
7261,309,180000,201312
7262,165,140000,201401
7263,110,190239,201705
7264,112,72000,201906
7265,120,319000,201610
7266,190,274000,201403
7267,125,174000,202002
7268,110,224700,201703
7269,190,253532,201207
7270,110,132000,201711
7271,135,158000,201909
7272,230,269900,201402
7273,110,231000,201812
7274,140,249297,201608
7275,195,378000,201112
7276,135,99000,201505
7277,132,215000,201910
7278,120,177000,201912
7279,140,230000,201211
7280,120,233000,201307
7281,309,180000,201312
7282,165,140000,201401
7283,110,190239,201705
7284,112,72000,201906
7285,120,319000,201610
7286,190,274000,201403
7287,125,174000,202002
7288,110,224700,201703
7289,190,253532,201207
7290,110,132000,201711
7291,135,158000,201909
7292,230,269900,201402
7293,110,231000,201812
7294,140,249297,201608
7295,195,378000,201112
7296,135,99000,201505
7297,132,215000,201910
7298,120,177000,201912
7299,140,230000,201211
7300,120,233000,201307
7301,309,180000,201312
7302,165,140000,201401
7303,110,190239,201705
7304,112,72000,201906
7305,120,319000,201610
7306,190,274000,201403
7307,125,174000,202002
7308,110,224700,201703
7309,190,253532,201207
7310,110,132000,201711
7311,135,158000,201909
7312,230,269900,201402
7313,110,231000,201812
7314,140,249297,201608
7315,195,378000,201112
7316,135,99000,201505
7317,132,215000,201910
7318,120,177000,201912
7319,140,230000,201211
7320,120,233000,201307
7321,309,180000,201312
7322,165,140000,201401
7323,110,190239,201705
7324,112,72000,201906
7325,120,319000,201610
7326,190,274000,201403
7327,125,174000,202002
7328,110,224700,201703
7329,190,253532,201207
7330,110,132000,201711
7331,135,158000,201909
7332,230,269900,201402
7333,110,231000,201812
7334,140,249297,201608
7335,195,378000,201112
7336,135,99000,201505
7337,132,215000,201910
7338,120,177000,201912
7339,140,230000,201211
7340,120,233000,201307
7341,309,180000,201312
7342,165,140000,201401
7343,110,190239,201705
7344,112,72000,201906
7345,120,319000,201610
7346,190,274000,201403
7347,125,174000,202002
7348,110,224700,201703
7349,190,253532,201207
7350,110,132000,201711
7351,135,158000,201909
7352,230,269900,201402
7353,110,231000,201812
7354,140,249297,201608
7355,195,378000,201112
7356,135,99000,201505
7357,132,215000,201910
7358,120,177000,201912
7359,140,230000,201211
7360,120,233000,201307
7361,309,180000,201312
7362,165,140000,201401
7363,110,190239,201705
7364,112,72000,201906
7365,120,319000,201610
7366,190,274000,201403
7367,125,174000,202002
7368,110,224700,201703
7369,190,253532,201207
7370,110,132000,201711
7371,135,158000,201909
7372,230,269900,201402
7373,110,231000,201812
7374,140,249297,201608
7375,195,378000,201112
7376,135,99000,201505
7377,132,215000,201910
7378,120,177000,201912
7379,140,230000,201211
7380,120,233000,201307
7381,309,180000,201312
7382,165,140000,201401
7383,110,190239,201705
7384,112,72000,201906
7385,120,319000,201610
7386,190,274000,201403
7387,125,174000,202002
7388,110,224700,201703
7389,190,253532,201207
7390,110,132000,201711
7391,135,158000,201909
7392,230,269900,201402
7393,110,231000,201812
7394,140,249297,201608
7395,195,378000,201112
7396,135,99000,201505
7397,132,215000,201910
7398,120,177000,201912
7399,140,230000,201211
7400,120,233000,201307
7401,309,180000,201312
7402,165,140000,201401
7403,110,190239,201705
7404,112,72000,201906
7405,120,319000,201610
7406,190,274000,201403
7407,125,174000,202002
7408,110,224700,201703
7409,190,253532,201207
7410,110,132000,201711
7411,135,158000,201909
7412,230,269900,201402
7413,110,231000,201812
7414,140,249297,201608
7415,195,378000,201112
7416,135,99000,201505
7417,132,215000,201910
7418,120,177000,201912
7419,140,230000,201211
7420,120,233000,201307
7421,309,180000,201312
7422,165,140000,201401
7423,110,190239,201705
7424,112,72000,201906
7425,120,319000,201610
7426,190,274000,201403
7427,125,174000,202002
7428,110,224700,201703
7429,190,253532,201207
7430,110,132000,201711
7431,135,158000,201909
7432,230,269900,201402
7433,110,231000,201812
7434,140,249297,201608
7435,195,378000,201112
7436,135,99000,201505
7437,132,215000,201910
7438,120,177000,201912
7439,140,230000,201211
7440,120,233000,201307
7441,309,180000,201312
7442,165,140000,201401
7443,110,190239,201705
7444,112,72000,201906
7445,120,319000,201610
7446,190,274000,201403
7447,125,174000,202002
7448,110,224700,201703
7449,190,253532,201207
7450,110,132000,201711
7451,135,158000,201909
7452,230,269900,201402
7453,110,231000,201812
7454,140,249297,201608
7455,195,378000,201112
7456,135,99000,201505
7457,132,215000,201910
7458,120,177000,201912
7459,140,230000,201211
7460,120,233000,201307
7461,309,180000,201312
7462,165,140000,201401
7463,110,190239,201705
7464,112,72000,201906
7465,120,319000,201610
7466,190,274000,201403
7467,125,174000,202002
7468,110,224700,201703
7469,190,253532,201207
7470,110,132000,201711
7471,135,158000,201909
7472,230,269900,201402
7473,110,231000,201812
7474,140,249297,201608
7475,195,378000,201112
7476,135,99000,201505
7477,132,215000,201910
7478,120,177000,201912
7479,140,230000,201211
7480,120,233000,201307
7481,309,180000,201312
7482,165,140000,201401
7483,110,190239,201705
7484,112,72000,201906
7485,120,319000,201610
7486,190,274000,201403
7487,125,174000,202002
7488,110,224700,201703
7489,190,253532,201207
7490,110,132000,201711
7491,135,158000,201909
7492,230,269900,201402
7493,110,231000,201812
7494,140,249297,201608
7495,195,378000,201112
7496,135,99000,201505
7497,132,215000,201910
7498,120,177000,201912
7499,140,230000,201211
7500,120,233000,201307
7501,309,180000,201312
7502,165,140000,201401
7503,110,190239,201705
7504,112,72000,201906
7505,120,319000,201610
7506,190,274000,201403
7507,125,174000,202002
7508,110,224700,201703
7509,190,253532,201207
7510,110,132000,201711
7511,135,158000,201909
7512,230,269900,201402
7513,110,231000,201812
7514,140,249297,201608
7515,195,378000,201112
7516,135,99000,201505
7517,132,215000,201910
7518,120,177000,201912
7519,140,230000,201211
7520,120,233000,201307
7521,309,180000,201312
7522,165,140000,201401
7523,110,190239,201705
7524,112,72000,201906
7525,120,319000,201610
7526,190,274000,201403
7527,125,174000,202002
7528,110,224700,201703
7529,190,253532,201207
7530,110,132000,201711
7531,135,158000,201909
7532,230,269900,201402
7533,110,231000,201812
7534,140,249297,201608
7535,195,378000,201112
7536,135,99000,201505
7537,132,215000,201910
7538,120,177000,201912
7539,140,230000,201211
7540,120,233000,201307
7541,309,180000,201312
7542,165,140000,201401
7543,110,190239,201705
7544,112,72000,201906
7545,120,319000,201610
7546,190,274000,201403
7547,125,174000,202002
7548,110,224700,201703
7549,190,253532,201207
7550,110,132000,201711
7551,135,158000,201909
7552,230,269900,201402
7553,110,231000,201812
7554,140,249297,201608
7555,195,378000,201112
7556,135,99000,201505
7557,132,215000,201910
7558,120,177000,201912
7559,140,230000,201211
7560,120,233000,201307
7561,309,180000,201312
7562,165,140000,201401
7563,110,190239,201705
7564,112,72000,201906
7565,120,319000,201610
7566,190,274000,201403
7567,125,174000,202002
7568,110,224700,201703
7569,190,253532,201207
7570,110,132000,201711
7571,135,158000,201909
7572,230,269900,201402
7573,110,231000,201812
7574,140,249297,201608
7575,195,378000,201112
7576,135,99000,201505
7577,132,215000,201910
7578,120,177000,201912
7579,140,230000,201211
7580,120,233000,201307
7581,309,180000,201312
7582,165,140000,201401
7583,110,190239,201705
7584,112,72000,201906
7585,120,319000,201610
7586,190,274000,201403
7587,125,174000,202002
7588,110,224700,201703
7589,190,253532,201207
7590,110,132000,201711
7591,135,158000,201909
7592,230,269900,201402
7593,110,231000,201812
7594,140,249297,201608
7595,195,378000,201112
7596,135,99000,201505
7597,132,215000,201910
7598,120,177000,201912
7599,140,230000,201211
7600,120,233000,201307
7601,309,180000,201312
7602,165,140000,201401
7603,110,190239,201705
7604,112,72000,201906
7605,120,319000,201610
7606,190,274000,201403
7607,125,174000,202002
7608,110,224700,201703
7609,190,253532,201207
7610,110,132000,201711
7611,135,158000,201909
7612,230,269900,201402
7613,110,231000,201812
7614,140,249297,201608
7615,195,378000,201112
7616,135,99000,201505
7617,132,215000,201910
7618,120,177000,201912
7619,140,230000,201211
7620,120,233000,201307
7621,309,180000,201312
7622,165,140000,201401
7623,110,190239,201705
7624,112,72000,201906
7625,120,319000,201610
7626,190,274000,201403
7627,125,174000,202002
7628,110,224700,201703
7629,190,253532,201207
7630,110,132000,201711
7631,135,158000,201909
7632,230,269900,201402
7633,110,231000,201812
7634,140,249297,201608
7635,195,378000,201112
7636,135,99000,201505
7637,132,215000,201910
7638,120,177000,201912
7639,140,230000,201211
7640,120,233000,201307
7641,309,180000,201312
7642,165,140000,201401
7643,110,190239,201705
7644,112,72000,201906
7645,120,319000,201610
7646,190,274000,201403
7647,125,174000,202002
7648,110,224700,201703
7649,190,253532,201207
7650,110,132000,201711
7651,135,158000,201909
7652,230,269900,201402
7653,110,231000,201812
7654,140,249297,201608
7655,195,378000,201112
7656,135,99000,201505
7657,132,215000,201910
7658,120,177000,201912
7659,140,230000,201211
7660,120,233000,201307
7661,309,180000,201312
7662,165,140000,201401
7663,110,190239,201705
7664,112,72000,201906
7665,120,319000,201610
7666,190,274000,201403
7667,125,174000,202002
7668,110,224700,201703
7669,190,253532,201207
7670,110,132000,201711
7671,135,158000,201909
7672,230,269900,201402
7673,110,231000,201812
7674,140,249297,201608
7675,195,378000,201112
7676,135,99000,201505
7677,132,215000,201910
7678,120,177000,201912
7679,140,230000,201211
7680,120,233000,201307
7681,309,180000,201312
7682,165,140000,201401
7683,110,190239,201705
7684,112,72000,201906
7685,120,319000,201610
7686,190,274000,201403
7687,125,174000,202002
7688,110,224700,201703
7689,190,253532,201207
7690,110,132000,201711
7691,135,158000,201909
7692,230,269900,201402
7693,110,231000,201812
7694,140,249297,201608
7695,195,378000,201112
7696,135,99000,201505
7697,132,215000,201910
7698,120,177000,201912
7699,140,230000,201211
7700,120,233000,201307
7701,309,180000,201312
7702,165,140000,201401
7703,110,190239,201705
7704,112,72000,201906
7705,120,319000,201610
7706,190,274000,201403
7707,125,174000,202002
7708,110,224700,201703
7709,190,253532,201207
7710,110,132000,201711
7711,135,158000,201909
7712,230,269900,201402
7713,110,231000,201812
7714,140,249297,201608
7715,195,378000,201112
7716,135,99000,201505
7717,132,215000,201910
7718,120,177000,201912
7719,140,230000,201211
7720,120,233000,201307
7721,309,180000,201312
7722,165,140000,201401
7723,110,190239,201705
7724,112,72000,201906
7725,120,319000,201610
7726,190,274000,201403
7727,125,174000,202002
7728,110,224700,201703
7729,190,253532,201207
7730,110,132000,201711
7731,135,158000,201909
7732,230,269900,201402
7733,110,231000,201812
7734,140,249297,201608
7735,195,378000,201112
7736,135,99000,201505
7737,132,215000,201910
7738,120,177000,201912
7739,140,230000,201211
7740,120,233000,201307
7741,309,180000,201312
7742,165,140000,201401
7743,110,190239,201705
7744,112,72000,201906
7745,120,319000,201610
7746,190,274000,201403
7747,125,174000,202002
7748,110,224700,201703
7749,190,253532,201207
7750,110,132000,201711
7751,135,158000,201909
7752,230,269900,201402
7753,110,231000,201812
7754,140,249297,201608
7755,195,378000,201112
7756,135,99000,201505
7757,132,215000,201910
7758,120,177000,201912
7759,140,230000,201211
7760,120,233000,201307
7761,309,180000,201312
7762,165,140000,201401
7763,110,190239,201705
7764,112,72000,201906
7765,120,319000,201610
7766,190,274000,201403
7767,125,174000,202002
7768,110,224700,201703
7769,190,253532,201207
7770,110,132000,201711
7771,135,158000,201909
7772,230,269900,201402
7773,110,231000,201812
7774,140,249297,201608
7775,195,378000,201112
7776,135,99000,201505
7777,132,215000,201910
7778,120,177000,201912
7779,140,230000,201211
7780,120,233000,201307
7781,309,180000,201312
7782,165,140000,201401
7783,110,190239,201705
7784,112,72000,201906
7785,120,319000,201610
7786,190,274000,201403
7787,125,174000,202002
7788,110,224700,201703
7789,190,253532,201207
7790,110,132000,201711
7791,135,158000,201909
7792,230,269900,201402
7793,110,231000,201812
7794,140,249297,201608
7795,195,378000,201112
7796,135,99000,201505
7797,132,215000,201910
7798,120,177000,201912
7799,140,230000,201211
7800,120,233000,201307
7801,309,180000,201312
7802,165,140000,201401
7803,110,190239,201705
7804,112,72000,201906
7805,120,319000,201610
7806,190,274000,201403
7807,125,174000,202002
7808,110,224700,201703
7809,190,253532,201207
7810,110,132000,201711
7811,135,158000,201909
7812,230,269900,201402
7813,110,231000,201812
7814,140,249297,201608
7815,195,378000,201112
7816,135,99000,201505
7817,132,215000,201910
7818,120,177000,201912
7819,140,230000,201211
7820,120,233000,201307
7821,309,180000,201312
7822,165,140000,201401
7823,110,190239,201705
7824,112,72000,201906
7825,120,319000,201610
7826,190,274000,201403
7827,125,174000,202002
7828,110,224700,201703
7829,190,253532,201207
7830,110,132000,201711
7831,135,158000,201909
7832,230,269900,201402
7833,110,231000,201812
7834,140,249297,201608
7835,195,378000,201112
7836,135,99000,201505
7837,132,215000,201910
7838,120,177000,201912
7839,140,230000,201211
7840,120,233000,201307
7841,309,180000,201312
7842,165,140000,201401
7843,110,190239,201705
7844,112,72000,201906
7845,120,319000,201610
7846,190,274000,201403
7847,125,174000,202002
7848,110,224700,201703
7849,190,253532,201207
7850,110,132000,201711
7851,135,158000,201909
7852,230,269900,201402
7853,110,231000,201812
7854,140,249297,201608
7855,195,378000,201112
7856,135,99000,201505
7857,132,215000,201910
7858,120,177000,201912
7859,140,230000,201211
7860,120,233000,201307
7861,309,180000,201312
7862,165,140000,201401
7863,110,190239,201705
7864,112,72000,201906
7865,120,319000,201610
7866,190,274000,201403
7867,125,174000,202002
7868,110,224700,201703
7869,190,253532,201207
7870,110,132000,201711
7871,135,158000,201909
7872,230,269900,201402
7873,110,231000,201812
7874,140,249297,201608
7875,195,378000,201112
7876,135,99000,201505
7877,132,215000,201910
7878,120,177000,201912
7879,140,230000,201211
7880,120,233000,201307
7881,309,180000,201312
7882,165,140000,201401
7883,110,190239,201705
7884,112,72000,201906
7885,120,319000,201610
7886,190,274000,201403
7887,125,174000,202002
7888,110,224700,201703
7889,190,253532,201207
7890,110,132000,201711
7891,135,158000,201909
7892,230,269900,201402
7893,110,231000,201812
7894,140,249297,201608
7895,110,140000,2018
7896,132,151500,201705
7897,110,220500,201704
7898,195,378000,201112
7899,135,99000,201505
7900,132,215000,201910
7901,120,177000,201912
7902,140,230000,201211
7903,120,233000,201307
7904,309,180000,201312
7905,165,140000,201401
7906,110,190239,201705
7907,112,72000,201906
7908,120,319000,201610
7909,190,274000,201403
7910,125,174000,202002
7911,110,224700,201703
7912,190,253532,201207
7913,110,132000,201711
7914,135,158000,201909
7915,195,378000,201112
7916,135,99000,201505
7917,132,215000,201910
7918,120,177000,201912
7919,140,230000,201211
7920,120,233000,201307
7921,309,180000,201312
7922,165,140000,201401
7923,110,190239,201705
7924,112,72000,201906
7925,120,319000,201610
7926,190,274000,201403
7927,125,174000,202002
7928,110,224700,201703
7929,190,253532,201207
7930,110,132000,201711
7931,135,158000,201909
7932,230,269900,201402
7933,110,231000,201812
7934,140,249297,201608
7935,110,140000,2018
7936,132,151500,201705
7937,110,220500,201704
7938,195,378000,201112
7939,135,99000,201505
7940,132,215000,201910
7941,120,177000,201912
7942,140,230000,201211
7943,120,233000,201307
7944,309,180000,201312
7945,165,140000,201401
7946,110,190239,201705
7947,112,72000,201906
7948,120,319000,201610
7949,190,274000,201403
7950,125,174000,202002
7951,110,224700,201703
7952,190,253532,201207
7953,110,132000,201711
7954,135,158000,201909
7955,110,140000,2018
7956,132,151500,201705
7957,110,220500,201704
7958,195,378000,201112
7959,135,99000,201505
7960,132,215000,201910
7961,120,177000,201912
7962,140,230000,201211
7963,120,233000,201307
7964,309,180000,201312
7965,165,140000,201401
7966,110,190239,201705
7967,112,72000,201906
7968,120,319000,201610
7969,190,274000,201403
7970,125,174000,202002
7971,110,224700,201703
7972,190,253532,201207
7973,110,132000,201711
7974,135,158000,201909
7975,110,140000,2018
7976,132,151500,201705
7977,110,220500,201704
7978,195,378000,201112
7979,135,99000,201505
7980,132,215000,201910
7981,120,177000,201912
7982,140,230000,201211
7983,120,233000,201307
7984,309,180000,201312
7985,165,140000,201401
7986,110,190239,201705
7987,112,72000,201906
7988,120,319000,201610
7989,190,274000,201403
7990,125,174000,202002
7991,110,224700,201703
7992,190,253532,201207
7993,110,132000,201711
7994,135,158000,201909
7995,110,140000,2018
7996,132,151500,201705
7997,110,220500,201704
7998,195,378000,201112
7999,135,99000,201505
8000,132,215000,201910
8001,120,177000,201912
8002,140,230000,201211
8003,120,233000,201307
8004,309,180000,201312
8005,165,140000,201401
8006,110,190239,201705
8007,112,72000,201906
8008,120,319000,201610
8009,190,274000,201403
8010,125,174000,202002
8011,110,224700,201703
8012,190,253532,201207
8013,110,132000,201711
8014,135,158000,201909
8015,110,140000,2018
8016,132,151500,201705
8017,110,220500,201704
8018,195,378000,201112
8019,135,99000,201505
8020,132,215000,201910
8021,120,177000,201912
8022,140,230000,201211
8023,120,233000,201307
8024,309,180000,201312
8025,165,140000,201401
8026,110,190239,201705
8027,112,72000,201906
8028,120,319000,201610
8029,190,274000,201403
8030,125,174000,202002
8031,110,224700,201703
8032,190,253532,201207
8033,110,132000,201711
8034,135,158000,201909
8035,110,140000,2018
8036,132,151500,201705
8037,110,220500,201704
8038,195,378000,201112
8039,135,99000,201505
8040,132,215000,201910
8041,120,177000,201912
8042,140,230000,201211
8043,120,233000,201307
8044,309,180000,201312
8045,165,140000,201401
8046,110,190239,201705
8047,112,72000,201906
8048,120,319000,201610
8049,190,274000,201403
8050,125,174000,202002
8051,110,224700,201703
8052,190,253532,201207
8053,110,132000,201711
8054,135,158000,201909
8055,110,140000,2018
8056,132,151500,201705
8057,110,220500,201704
8058,195,378000,201112
8059,135,99000,201505
8060,132,215000,201910
8061,120,177000,201912
8062,140,230000,201211
8063,120,233000,201307
8064,309,180000,201312
8065,165,140000,201401
8066,110,190239,201705
8067,112,72000,201906
8068,120,319000,201610
8069,190,274000,201403
8070,125,174000,202002
8071,110,224700,201703
8072,190,253532,201207
8073,110,132000,201711
8074,135,158000,201909
8075,110,140000,2018
8076,132,151500,201705
8077,110,220500,201704
8078,195,378000,201112
8079,135,99000,201505
8080,132,215000,201910
8081,120,177000,201912
8082,140,230000,201211
8083,120,233000,201307
8084,309,180000,201312
8085,165,140000,201401
8086,110,190239,201705
8087,112,72000,201906
8088,120,319000,201610
8089,190,274000,201403
8090,125,174000,202002
8091,110,224700,201703
8092,190,253532,201207
8093,110,132000,201711
8094,135,158000,201909
8095,110,140000,2018
8096,132,151500,201705
8097,110,220500,201704
8098,195,378000,201112
8099,135,99000,201505
8100,132,215000,201910
8101,120,177000,201912
8102,140,230000,201211
8103,120,233000,201307
8104,309,180000,201312
8105,165,140000,201401
8106,110,190239,201705
8107,112,72000,201906
8108,120,319000,201610
8109,190,274000,201403
8110,125,174000,202002
8111,110,224700,201703
8112,190,253532,201207
8113,110,132000,201711
8114,135,158000,201909
8115,110,140000,2018
8116,132,151500,201705
8117,110,220500,201704
8118,195,378000,201112
8119,135,99000,201505
8120,132,215000,201910
8121,120,177000,201912
8122,140,230000,201211
8123,120,233000,201307
8124,309,180000,201312
8125,165,140000,201401
8126,110,190239,201705
8127,112,72000,201906
8128,120,319000,201610
8129,190,274000,201403
8130,125,174000,202002
8131,110,224700,201703
8132,190,253532,201207
8133,110,132000,201711
8134,135,158000,201909
8135,110,140000,2018
8136,132,151500,201705
8137,110,220500,201704
8138,195,378000,201112
8139,135,99000,201505
8140,132,215000,201910
8141,120,177000,201912
8142,140,230000,201211
8143,120,233000,201307
8144,309,180000,201312
8145,165,140000,201401
8146,110,190239,201705
8147,112,72000,201906
8148,120,319000,201610
8149,190,274000,201403
8150,125,174000,202002
8151,110,224700,201703
8152,190,253532,201207
8153,110,132000,201711
8154,135,158000,201909
8155,110,140000,2018
8156,132,151500,201705
8157,110,220500,201704
8158,195,378000,201112
8159,135,99000,201505
8160,132,215000,201910
8161,120,177000,201912
8162,140,230000,201211
8163,120,233000,201307
8164,309,180000,201312
8165,165,140000,201401
8166,110,190239,201705
8167,112,72000,201906
8168,120,319000,201610
8169,190,274000,201403
8170,125,174000,202002
8171,110,224700,201703
8172,190,253532,201207
8173,110,132000,201711
8174,135,158000,201909
8175,110,140000,2018
8176,132,151500,201705
8177,110,220500,201704
8178,195,378000,201112
8179,135,99000,201505
8180,132,215000,201910
8181,120,177000,201912
8182,140,230000,201211
8183,120,233000,201307
8184,309,180000,201312
8185,165,140000,201401
8186,110,190239,201705
8187,112,72000,201906
8188,120,319000,201610
8189,190,274000,201403
8190,125,174000,202002
8191,110,224700,201703
8192,190,253532,201207
8193,110,132000,201711
8194,135,158000,201909
8195,110,140000,2018
8196,132,151500,201705
8197,110,220500,201704
8198,195,378000,201112
8199,135,99000,201505
8200,132,215000,201910
8201,120,177000,201912
8202,140,230000,201211
8203,120,233000,201307
8204,309,180000,201312
8205,165,140000,201401
8206,110,190239,201705
8207,112,72000,201906
8208,120,319000,201610
8209,190,274000,201403
8210,125,174000,202002
8211,110,224700,201703
8212,190,253532,201207
8213,110,132000,201711
8214,135,158000,201909
8215,110,140000,2018
8216,132,151500,201705
8217,110,220500,201704
8218,195,378000,201112
8219,135,99000,201505
8220,132,215000,201910
8221,120,177000,201912
8222,140,230000,201211
8223,120,233000,201307
8224,309,180000,201312
8225,165,140000,201401
8226,110,190239,201705
8227,112,72000,201906
8228,120,319000,201610
8229,190,274000,201403
8230,125,174000,202002
8231,110,224700,201703
8232,190,253532,201207
8233,110,132000,201711
8234,135,158000,201909
8235,110,140000,2018
8236,132,151500,201705
8237,110,220500,201704
8238,195,378000,201112
8239,135,99000,201505
8240,132,215000,201910
8241,120,177000,201912
8242,140,230000,201211
8243,120,233000,201307
8244,309,180000,201312
8245,165,140000,201401
8246,110,190239,201705
8247,112,72000,201906
8248,120,319000,201610
8249,190,274000,201403
8250,125,174000,202002
8251,110,224700,201703
8252,190,253532,201207
8253,110,132000,201711
8254,135,158000,201909
8255,110,140000,2018
8256,132,151500,201705
8257,110,220500,201704
8258,195,378000,201112
8259,135,99000,201505
8260,132,215000,201910
8261,120,177000,201912
8262,140,230000,201211
8263,120,233000,201307
8264,309,180000,201312
8265,165,140000,201401
8266,110,190239,201705
8267,112,72000,201906
8268,120,319000,201610
8269,190,274000,201403
8270,125,174000,202002
8271,110,224700,201703
8272,190,253532,201207
8273,110,132000,201711
8274,135,158000,201909
8275,110,140000,2018
8276,132,151500,201705
8277,110,220500,201704
8278,195,378000,201112
8279,135,99000,201505
8280,132,215000,201910
8281,120,177000,201912
8282,140,230000,201211
8283,120,233000,201307
8284,309,180000,201312
8285,165,140000,201401
8286,110,190239,201705
8287,112,72000,201906
8288,120,319000,201610
8289,190,274000,201403
8290,125,174000,202002
8291,110,224700,201703
8292,190,253532,201207
8293,110,132000,201711
8294,135,158000,201909
8295,110,140000,2018
8296,132,151500,201705
8297,110,220500,201704
8298,195,378000,201112
8299,135,99000,201505
8300,132,215000,201910
8301,120,177000,201912
8302,140,230000,201211
8303,120,233000,201307
8304,309,180000,201312
8305,165,140000,201401
8306,110,190239,201705
8307,112,72000,201906
8308,120,319000,201610
8309,190,274000,201403
8310,125,174000,202002
8311,110,224700,201703
8312,190,253532,201207
8313,110,132000,201711
8314,135,158000,201909
8315,110,140000,2018
8316,132,151500,201705
8317,110,220500,201704
8318,195,378000,201112
8319,135,99000,201505
8320,132,215000,201910
8321,120,177000,201912
8322,140,230000,201211
8323,120,233000,201307
8324,309,180000,201312
8325,165,140000,201401
8326,110,190239,201705
8327,112,72000,201906
8328,120,319000,201610
8329,190,274000,201403
