,kW,Rida,Gamybos_metai
5850,206,39500,202206
5851,302,18552,202011
5852,345,100000,201801
5853,120,3500,202309
5854,386,32900,202006
5855,239,500,202310
5856,250,35725,201906
5857,140,15000,202307
5858,220,12413,202212
5859,173,75100,201904
5860,180,127800,201907
5861,140,45000,202108
5862,184,13000,202312
5863,220,16500,202106
5864,150,65500,202010
5865,287,70900,202009
5866,220,9800,202211
5867,300,24961,202109
5868,230,12172,202112
5869,206,39500,202206
5870,302,18552,202011
5871,345,100000,201801
5872,120,3500,202309
5873,386,32900,202006
5874,239,500,202310
5875,250,35725,201906
5876,140,15000,202307
5877,150,1,2024
5878,220,12413,202212
5879,173,75100,201904
5880,180,127800,201907
5881,150,16000,2023
5882,300,88000,202006
5883,235,21607,202108
5884,193,13500,202107
5885,239,9265,202108
5886,180,14900,202212
5887,239,11200,202304
5888,168,400,202302
5889,150,16800,202211
5890,235,107500,202011
5891,316,89000,201702
5892,375,120000,201906
5893,265,27000,201802
5894,195,40600,202204
5895,235,56000,202103
5896,225,124301,201901
5897,250,69000,201908
5898,287,50000,202110
5899,120,10000,202401
5900,150,16000,2023
5901,300,88000,202006
5902,235,21607,202108
5903,193,13500,202107
5904,239,9265,202108
5905,180,14900,202212
5906,239,11200,202304
5907,168,400,202302
5908,150,16800,202211
5909,235,107500,202011
5910,316,89000,201702
5911,375,120000,201906
5912,265,27000,201802
5913,195,40600,202204
5914,235,56000,202103
5915,225,124301,201901
5916,250,69000,201908
5917,140,50,202312
5918,287,50000,202110
5919,120,10000,202401
5920,195,171000,202001
5921,290,129000,202009
5922,260,86000,202001
5923,580,77000,202003
5924,183,21000,202207
5925,300,11500,202204
5926,212,43000,202006
5927,290,142451,202112
5928,220,67700,202205
5929,193,56535,202106
5930,324,103630,201707
5931,293,7200,202310
5932,210,123000,201904
5933,290,44473,202204
5934,150,5000,202310
5935,194,17600,202305
5936,142,33000,202303
5937,240,41028,202002
5938,230,19000,202112
5939,221,95250,201806
5940,195,171000,202001
5941,290,129000,202009
5942,260,86000,202001
5943,580,77000,202003
5944,183,21000,202207
5945,300,11500,202204
5946,212,43000,202006
5947,290,142451,202112
5948,220,67700,202205
5949,193,56535,202106
5950,324,103630,201707
5951,293,7200,202310
5952,210,123000,201904
5953,290,44473,202204
5954,150,5000,202310
5955,194,17600,202305
5956,142,33000,202303
5957,240,41028,202002
5958,230,19000,202112
5959,221,95250,201806
5960,366,16000,202311
5961,178,27500,202211
5962,194,75000,202207
5963,210,124000,202009
5964,449,100400,201907
5965,250,15500,202009
5966,316,46587,201909
5967,250,20000,202011
5968,165,14000,202310
5969,210,75150,201908
5970,250,121948,202002
5971,307,75000,201805
5972,210,140000,2018
5973,140,30249,202107
5974,135,25000,202305
5975,187,4997,202309
5976,264,103000,201806
5977,300,13000,202304
5978,294,149000,202002
5979,253,9850,202206
5980,366,16000,202311
5981,178,27500,202211
5982,194,75000,202207
5983,210,124000,202009
5984,449,100400,201907
5985,250,15500,202009
5986,316,46587,201909
5987,250,20000,202011
5988,165,14000,202310
5989,210,75150,201908
5990,250,121948,202002
5991,307,75000,201805
5992,210,140000,2018
5993,140,30249,202107
5994,135,25000,202305
5995,187,4997,202309
5996,264,103000,201806
5997,300,13000,202304
5998,294,149000,202002
5999,253,9850,202206
6000,290,39000,202307
6001,243,112111,201805
6002,197,6500,202311
6003,168,5000,202302
6004,160,14200,202212
6005,183,62854,201909
6006,298,34333,202206
6007,580,29000,202006
6008,500,66200,201706
6009,250,120000,201901
6010,150,10000,202302
6011,194,33500,202303
6012,176,184500,202006
6013,331,63400,202104
6014,168,22000,202301
6015,316,61500,201907
6016,180,24739,202207
6017,207,42700,202107
6018,150,3826,202301
6019,290,39000,202307
6020,243,112111,201805
6021,197,6500,202311
6022,168,5000,202302
6023,160,14200,202212
6024,183,62854,201909
6025,298,34333,202206
6026,580,29000,202006
6027,500,66200,201706
6028,120,10,2023
6029,250,120000,201901
6030,150,10000,202302
6031,194,33500,202303
6032,176,184500,202006
6033,331,63400,202104
6034,168,22000,202301
6035,316,61500,201907
6036,180,24739,202207
6037,207,42700,202107
6038,150,3826,202301
6039,170,93125,201906
6040,250,89963,201711
6041,184,28950,202203
6042,430,95000,201508
6043,250,53101,201802
6044,250,62875,202006
6045,230,31000,202205
6046,200,159500,2021
6047,260,73200,202006
6048,195,143000,201910
6049,140,3000,202401
6050,239,8000,202310
6051,170,90000,202001
6052,210,77396,202011
6053,195,118000,201911
6054,250,21400,202103
6055,146,145476,202002
6056,147,94182,202106
6057,375,75500,201808
6058,276,28350,202106
6059,170,93125,201906
6060,250,89963,201711
6061,184,28950,202203
6062,430,95000,201508
6063,250,53101,201802
6064,250,62875,202006
6065,230,31000,202205
6066,200,159500,2021
6067,260,73200,202006
6068,195,143000,201910
6069,140,3000,202401
6070,239,8000,202310
6071,170,90000,202001
6072,210,77396,202011
6073,195,118000,201911
6074,250,21400,202103
6075,146,145476,202002
6076,147,94182,202106
6077,375,75500,201808
6078,276,28350,202106
6079,147,94182,202106
6080,276,28350,202106
6081,375,75500,201808
6082,320,33000,202001
6083,300,34200,202106
6084,230,50000,202111
6085,140,6000,202307
6086,168,3000,202308
6087,200,22000,202207
6088,150,1000,202308
6089,294,103000,201912
6090,150,17000,202301
6091,195,47968,201707
6092,190,101616,201810
6093,350,92000,202104
6094,390,75700,201812
6095,150,19800,202305
6096,145,15000,202306
6097,240,21070,202111
6098,210,92000,201907
6099,147,94182,202106
6100,276,28350,202106
6101,375,75500,201808
6102,320,33000,202001
6103,300,34200,202106
6104,230,50000,202111
6105,140,6000,202307
6106,168,3000,202308
6107,200,22000,202207
6108,150,1000,202308
6109,294,103000,201912
6110,150,17000,202301
6111,195,47968,201707
6112,190,101616,201810
6113,350,92000,202104
6114,390,75700,201812
6115,150,19800,202305
6116,145,15000,202306
6117,240,21070,202111
6118,210,92000,201907
6119,430,49000,201402
6120,184,25000,202209
6121,180,23584,202105
6122,373,26000,202104
6123,221,124083,2018
6124,449,46700,202005
6125,190,6500,202211
6126,324,130560,201808
6127,227,9200,202306
6128,190,87000,202011
6129,460,99500,201907
6130,310,165400,201701
6131,150,18000,202209
6132,140,800,202310
6133,250,85000,201901
6134,155,30000,202307
6135,150,4850,202310
6136,430,11000,202309
6137,293,45500,202002
6138,250,9500,202102
6139,430,49000,201402
6140,184,25000,202209
6141,180,23584,202105
6142,373,26000,202104
6143,221,124083,2018
6144,449,46700,202005
6145,190,6500,202211
6146,324,130560,201808
6147,227,9200,202306
6148,190,87000,202011
6149,460,99500,201907
6150,310,165400,201701
6151,150,18000,202209
6152,140,800,202310
6153,250,85000,201901
6154,155,30000,202307
6155,150,4850,202310
6156,430,11000,202309
6157,293,45500,202002
6158,250,9500,202102
6159,430,11000,202309
6160,293,45500,202002
6161,250,9500,202102
6162,370,20000,202201
6163,150,19230,202303
6164,331,58900,2019
6165,150,6300,202311
6166,150,22800,202210
6167,300,10000,202205
6168,150,1000,202311
6169,150,21000,202301
6170,441,56161,201901
6171,390,54675,201911
6172,386,167000,201902
6173,276,23750,202202
6174,270,127000,202003
6175,200,33901,2021
6176,230,26500,202210
6177,195,10000,202206
6178,150,4,202312
6179,430,11000,202309
6180,293,45500,202002
6181,250,9500,202102
6182,370,20000,202201
6183,150,19230,202303
6184,331,58900,2019
6185,150,6300,202311
6186,150,22800,202210
6187,300,10000,202205
6188,150,1000,202311
6189,150,21000,202301
6190,441,56161,201901
6191,390,54675,201911
6192,386,167000,201902
6193,276,23750,202202
6194,270,127000,202003
6195,200,33901,2021
6196,230,26500,202210
6197,195,10000,202206
6198,150,4,202312
6199,210,77800,202105
6200,351,54060,201908
6201,195,9600,202201
6202,280,15623,202112
6203,300,31000,202109
6204,279,23400,202102
6205,150,21500,202211
6206,150,4,202402
6207,250,27254,202108
6208,150,5,202402
6209,210,56000,201912
6210,150,36950,202304
6211,190,16900,202305
6212,460,31100,201406
6213,160,87000,202205
6214,150,7500,202304
6215,285,16600,202201
6216,150,10000,202402
6217,180,35000,202303
6218,294,73709,202008
6219,210,77800,202105
6220,351,54060,201908
6221,195,9600,202201
6222,280,15623,202112
6223,300,31000,202109
6224,279,23400,202102
6225,150,21500,202211
6226,150,4,202402
6227,250,27254,202108
6228,150,5,202402
6229,210,56000,201912
6230,150,36950,202304
6231,190,16900,202305
6232,460,31100,201406
6233,160,87000,202205
6234,150,7500,202304
6235,285,16600,202201
6236,150,10000,202402
6237,180,35000,202303
6238,294,73709,202008
6239,250,29000,202001
6240,324,104800,201706
6241,150,1100,202307
6242,150,1350,202310
6243,210,66000,202203
6244,230,4000,202311
6245,245,89100,202203
6246,276,25500,202210
6247,250,80800,201910
6248,257,99850,201412
6249,257,87000,201307
6250,310,141540,201612
6251,227,3150,202303
6252,294,83313,2013
6253,250,60000,2020
6254,340,105700,201909
6255,390,49000,201906
6256,375,34000,202106
6257,210,98000,202109
6258,250,22800,202108
6259,250,29000,202001
6260,324,104800,201706
6261,150,1100,202307
6262,150,1350,202310
6263,210,66000,202203
6264,230,4000,202311
6265,245,89100,202203
6266,276,25500,202210
6267,250,80800,201910
6268,257,99850,201412
6269,257,87000,201307
6270,310,141540,201612
6271,227,3150,202303
6272,294,83313,2013
6273,250,60000,2020
6274,340,105700,201909
6275,390,49000,201906
6276,375,34000,202106
6277,210,98000,202109
6278,250,22800,202108
6279,250,26445,202212
6280,150,3,202402
6281,270,6100,202212
6282,270,20200,202203
6283,355,11777,2021
6284,257,94555,201911
6285,286,71100,202010
6286,423,98646,201207
6287,243,95000,202010
6288,210,87000,202104
6289,250,45988,202005
6290,445,82800,201711
6291,404,96773,201703
6292,283,11485,202311
6293,250,14250,202303
6294,404,40950,201402
6295,290,16000,202205
6296,576,24000,2020
6297,250,26445,202212
6298,150,3,202402
6299,270,6100,202212
6300,270,20200,202203
6301,200,21100,2022
6302,355,11777,2021
6303,257,94555,201911
6304,286,71100,202010
6305,423,98646,201207
6306,243,95000,202010
6307,210,87000,202104
6308,140,100,202312
6309,250,45988,202005
6310,445,82800,201711
6311,404,96773,201703
6312,283,11485,202311
6313,250,14250,202303
6314,404,40950,201402
6315,290,16000,202205
6316,576,24000,2020
6317,230,10000,202305
6318,375,19000,202003
6319,340,123119,202007
6320,390,29003,201907
6321,294,59000,202105
6322,245,36000,202103
6323,400,165000,201403
6324,420,52417,202101
6325,300,78360,201206
6326,180,20000,202306
6327,243,99797,201808
6328,294,28000,202111
6329,183,28800,202205
6330,250,86113,202206
6331,279,25000,202209
6332,324,7100,202212
6333,350,35844,202110
6334,215,10000,202310
6335,257,12000,202107
6336,250,35000,202302
6337,230,10000,202305
6338,375,19000,202003
6339,340,123119,202007
6340,390,29003,201907
6341,294,59000,202105
6342,245,36000,202103
6343,400,165000,201403
6344,420,52417,202101
6345,300,78360,201206
6346,180,20000,202306
6347,243,99797,201808
6348,294,28000,202111
6349,183,28800,202205
6350,250,86113,202206
6351,279,25000,202209
6352,324,7100,202212
6353,350,35844,202110
6354,215,10000,202310
6355,257,12000,202107
6356,250,35000,202302
6357,324,62000,201807
6358,250,66000,202105
6359,340,101248,201903
6360,350,6400,202304
6361,320,51709,202107
6362,280,9999,202204
6363,245,8711,202206
6364,250,7800,202102
6365,350,27852,202107
6366,250,25279,202210
6367,294,45311,201906
6368,350,31899,202112
6369,210,41000,202201
6370,405,129300,201708
6371,585,63800,201911
6372,450,101100,200601
6373,420,20500,2020
6374,375,8500,202304
6375,282,13000,202401
6376,243,33000,202201
6377,324,62000,201807
6378,250,66000,202105
6379,340,101248,201903
6380,350,6400,202304
6381,320,51709,202107
6382,280,9999,202204
6383,245,8711,202206
6384,250,7800,202102
6385,350,27852,202107
6386,250,25279,202210
6387,294,45311,201906
6388,350,31899,202112
6389,210,41000,202201
6390,405,129300,201708
6391,585,63800,201911
6392,450,101100,200601
6393,420,20500,2020
6394,375,8500,202304
6395,282,13000,202401
6396,243,33000,202201
6397,227,6869,202308
6398,218,21500,202209
6399,300,16500,202302
6400,276,24200,201806
6401,273,5000,202312
6402,338,66900,201901
6403,210,9000,202311
6404,243,19600,202110
6405,290,18700,202305
6406,385,30000,202302
6407,221,24500,2023
6408,227,7000,202401
6409,340,101800,201910
6410,441,47000,202007
6411,460,11400,202106
6412,243,14648,202207
6413,309,89985,201701
6414,430,140200,201601
6415,460,56000,202107
6416,320,24100,202101
6417,227,6869,202308
6418,218,21500,202209
6419,300,16500,202302
6420,276,24200,201806
6421,273,5000,202312
6422,338,66900,201901
6423,210,9000,202311
6424,243,19600,202110
6425,290,18700,202305
6426,385,30000,202302
6427,221,24500,2023
6428,227,7000,202401
6429,340,101800,201910
6430,441,47000,202007
6431,460,11400,202106
6432,243,14648,202207
6433,309,89985,201701
6434,430,140200,201601
6435,460,56000,202107
6436,320,24100,202101
6437,250,5142,202307
6438,320,18900,202102
6439,215,15000,202307
6440,350,14168,202203
6441,270,27500,202112
6442,420,28000,202203
6443,250,12557,202304
6444,350,7106,202307
6445,460,43700,202008
6446,250,5900,202311
6447,210,9500,202203
6448,375,30000,202102
6449,338,94000,202107
6450,200,115,202311
6451,441,6400,202106
6452,338,30000,201001
6453,360,16800,2020
6454,324,24900,202210
6455,250,84500,202209
6456,460,39217,202106
6457,250,5142,202307
6458,320,18900,202102
6459,215,15000,202307
6460,350,14168,202203
6461,270,27500,202112
6462,420,28000,202203
6463,250,12557,202304
6464,350,7106,202307
6465,460,43700,202008
6466,250,5900,202311
6467,210,9500,202203
6468,375,30000,202102
6469,338,94000,202107
6470,200,115,202311
6471,441,6400,202106
6472,338,30000,201001
6473,360,16800,2020
6474,324,24900,202210
6475,250,84500,202209
6476,460,39217,202106
6477,300,8000,202307
6478,441,3500,202003
6479,400,25000,202212
6480,324,43081,202010
6481,441,65104,202104
6482,460,37000,202104
6483,320,41500,202205
6484,243,35500,202101
6485,245,50000,202202
6486,353,21000,202209
6487,449,55417,201703
6488,404,48000,201906
6489,265,10000,202310
6490,331,33000,201912
6491,331,23750,202102
6492,331,33199,201904
6493,453,13500,202307
6494,341,6400,202207
6495,456,37485,201907
6496,404,37669,202108
6497,300,8000,202307
6498,441,3500,202003
6499,400,25000,202212
6500,324,43081,202010
6501,441,65104,202104
6502,460,37000,202104
6503,320,41500,202205
6504,243,35500,202101
6505,245,50000,202202
6506,353,21000,202209
6507,449,55417,201703
6508,404,48000,201906
6509,265,10000,202310
6510,331,33000,201912
6511,331,23750,202102
6512,331,33199,201904
6513,453,13500,202307
6514,341,6400,202207
6515,456,37485,201907
6516,404,37669,202108
6517,441,48264,202009
6518,453,3900,202208
6519,385,15000,202310
6520,210,1101,202306
6521,505,30000,202306
6522,373,22000,201806
6523,385,30000,202303
6524,294,35000,202204
6525,467,36450,201806
6526,430,59000,202001
6527,470,8700,202305
6528,430,27707,202202
6529,353,6245,202305
6530,430,28190,202107
6531,629,13600,202307
6532,385,17000,202301
6533,373,60,202205
6534,588,6000,202206
6535,441,48264,202009
6536,453,3900,202208
6537,385,15000,202310
6538,210,1101,202306
6539,505,30000,202306
6540,373,22000,201806
6541,385,30000,202303
6542,294,35000,202204
6543,467,36450,201806
6544,430,59000,202001
6545,470,8700,202305
6546,324,5000,2023
6547,430,27707,202202
6548,353,6245,202305
6549,430,28190,202107
6550,629,13600,202307
6551,385,17000,202301
6552,390,40,202302
6553,373,60,202205
6554,588,6000,202206
6555,597,11700,202210
6556,420,32843,202009
6557,386,200,202308
6558,420,4200,202309
6559,597,11700,202210
6560,420,32843,202009
6561,386,200,202308
6562,420,4200,202309
6563,125,350000,2006
6564,121,120000,200701
6565,110,346000,200606
6566,118,250123,200707
6567,110,505000,200606
6568,114,210213,200709
6569,132,287965,200512
6570,120,401330,200501
6571,125,300000,200611
6572,114,220000,2006
6573,110,333527,2008
6574,147,231000,200602
6575,130,335714,200607
6576,132,390000,200611
6577,120,286540,200606
6578,118,212500,2008
6579,125,98563,201101
6580,114,351000,200801
6581,110,262823,200606
6582,118,212978,201011
6583,110,307000,2008
6584,110,315000,200609
6585,120,286625,200506
6586,114,291618,2009
6587,130,220949,200601
6588,130,280123,200507
6589,120,350000,200504
6590,154,229884,2005
6591,132,286000,200707
6592,130,340000,200805
6593,121,300000,2006
6594,121,380656,200508
6595,116,125323,200703
6596,110,360800,200512
6597,120,372000,200505
6598,132,280903,2009
6599,191,230000,2008
6600,125,230000,200708
6601,110,229000,201012
6602,170,235000,200512
6603,116,242000,200711
6604,118,297614,2009
6605,132,300000,200805
6606,132,222500,200712
6607,171,218000,200609
6608,150,1,2006
6609,118,222220,200909
6610,114,239000,200612
6611,110,188000,201112
6612,191,230000,2008
6613,129,220000,200810
6614,129,212077,200811
6615,115,379359,200911
6616,150,278089,200511
6617,170,450500,200710
6618,132,243000,200606
6619,140,309123,200611
6620,110,264000,200708
6621,160,400000,2005
