,k
5368,38500.0
5369,38600.0
5370,38600.0
5371,38700.0
5372,38750.0
5373,38867.0
5374,38900.0
5375,38900.0
5376,38900.0
5377,38900.0
5378,38900.0
5379,38900.0
5380,38950.0
5381,38950.0
5382,38990.0
5383,38990.0
5384,38990.0
5385,38990.0
5386,38990.0
5387,38999.0
5388,39000.0
5389,39000.0
5390,39000.0
5391,39450.0
5392,38750.0
5393,38867.0
5394,38900.0
5395,38900.0
5396,38900.0
5397,38900.0
5398,38900.0
5399,38900.0
5400,38950.0
5401,38950.0
5402,38990.0
5403,38990.0
5404,38990.0
5405,38990.0
5406,38990.0
5407,38999.0
5408,39000.0
5409,39000.0
5410,39000.0
5411,39450.0
5412,39500.0
5413,39700.0
5414,39800.0
5415,39800.0
5416,39880.0
5417,39900.0
5418,39900.0
5419,39900.0
5420,39900.0
5421,39900.0
5422,39900.0
5423,39900.0
5424,39900.0
5425,39900.0
5426,39900.0
5427,39900.0
5428,39900.0
5429,39950.0
5430,39490.0
5431,39500.0
5432,39500.0
5433,39700.0
5434,39800.0
5435,39800.0
5436,39880.0
5437,39900.0
5438,39900.0
5439,39900.0
5440,39900.0
5441,39900.0
5442,39900.0
5443,39900.0
5444,39900.0
5445,39900.0
5446,39900.0
5447,39900.0
5448,39900.0
5449,39950.0
5450,39950.0
5451,39950.0
5452,39950.0
5453,39990.0
5454,39990.0
5455,39990.0
5456,39990.0
5457,39990.0
5458,39990.0
5459,39990.0
5460,39999.0
5461,39999.0
5462,40000.0
5463,40500.0
5464,40500.0
5465,40700.0
5466,40900.0
5467,40900.0
5468,40900.0
5469,39950.0
5470,39950.0
5471,39950.0
5472,39990.0
5473,39990.0
5474,39990.0
5475,39990.0
5476,39990.0
5477,39990.0
5478,39990.0
5479,39990.0
5480,39999.0
5481,39999.0
5482,40000.0
5483,40500.0
5484,40500.0
5485,40700.0
5486,40900.0
5487,40900.0
5488,40900.0
5489,40900.0
5490,40950.0
5491,40990.0
5492,40990.0
5493,40990.0
5494,41000.0
5495,41322.0
5496,41400.0
5497,41450.0
5498,41450.0
5499,41499.0
5500,41500.0
5501,41500.0
5502,41500.0
5503,41500.0
5504,41590.0
5505,41900.0
5506,41900.0
5507,41900.0
5508,40900.0
5509,40950.0
5510,40990.0
5511,40990.0
5512,40990.0
5513,41000.0
5514,41322.0
5515,41400.0
5516,41450.0
5517,41450.0
5518,41499.0
5519,41500.0
5520,41500.0
5521,41500.0
5522,41500.0
5523,41590.0
5524,41700.0
5525,41900.0
5526,41900.0
5527,41900.0
5528,41900.0
5529,41900.0
5530,41900.0
5531,41950.0
5532,41990.0
5533,41999.0
5534,41999.0
5535,42000.0
5536,42250.0
5537,42400.0
5538,42490.0
5539,42500.0
5540,42500.0
5541,42500.0
5542,42500.0
5543,42600.0
5544,42700.0
5545,42900.0
5546,41900.0
5547,41900.0
5548,41900.0
5549,41950.0
5550,41990.0
5551,41999.0
5552,41999.0
5553,42000.0
5554,42250.0
5555,42400.0
5556,42490.0
5557,42500.0
5558,42500.0
5559,42500.0
5560,42500.0
5561,42600.0
5562,42700.0
5563,42900.0
5564,42900.0
5565,42900.0
5566,42900.0
5567,42900.0
5568,42900.0
5569,42900.0
5570,42900.0
5571,42950.0
5572,42990.0
5573,42990.0
5574,43000.0
5575,43000.0
5576,43400.0
5577,43499.0
5578,43500.0
5579,43500.0
5580,43500.0
5581,43500.0
5582,43500.0
5583,43650.0
5584,43850.0
5585,42900.0
5586,42900.0
5587,42900.0
5588,42900.0
5589,42900.0
5590,42950.0
5591,42990.0
5592,42990.0
5593,42990.0
5594,43000.0
5595,43000.0
5596,43400.0
5597,43499.0
5598,43500.0
5599,43500.0
5600,43500.0
5601,43500.0
5602,43500.0
5603,43650.0
5604,43850.0
5605,43900.0
5606,43900.0
5607,43900.0
5608,43900.0
5609,43900.0
5610,43900.0
5611,43900.0
5612,43990.0
5613,43990.0
5614,43990.0
5615,43990.0
5616,43990.0
5617,43999.0
5618,43999.0
5619,44000.0
5620,44165.0
5621,44200.0
5622,44250.0
5623,44300.0
5624,44450.0
5625,43900.0
5626,43900.0
5627,43900.0
5628,43900.0
5629,43900.0
5630,43900.0
5631,43900.0
5632,43990.0
5633,43990.0
5634,43990.0
5635,43990.0
5636,43990.0
5637,43999.0
5638,43999.0
5639,44000.0
5640,44165.0
5641,44200.0
5642,44250.0
5643,44300.0
5644,44450.0
5645,44250.0
5646,44300.0
5647,44450.0
5648,44490.0
5649,44500.0
5650,44700.0
5651,44900.0
5652,44900.0
5653,44900.0
5654,44900.0
5655,44990.0
5656,44990.0
5657,44999.0
5658,44999.0
5659,44999.0
5660,44999.0
5661,44999.0
5662,45000.0
5663,45000.0
5664,45200.0
5665,44250.0
5666,44300.0
5667,44450.0
5668,44490.0
5669,44500.0
5670,44700.0
5671,44900.0
5672,44900.0
5673,44900.0
5674,44900.0
5675,44990.0
5676,44990.0
5677,44999.0
5678,44999.0
5679,44999.0
5680,44999.0
5681,44999.0
5682,45000.0
5683,45000.0
5684,45200.0
5685,45500.0
5686,45500.0
5687,45500.0
5688,45500.0
5689,45750.0
5690,45800.0
5691,45900.0
5692,45900.0
5693,45900.0
5694,45900.0
5695,45900.0
5696,45900.0
5697,45900.0
5698,45950.0
5699,45950.0
5700,45950.0
5701,45979.0
5702,45990.0
5703,45990.0
5704,45300.0
5705,45500.0
5706,45500.0
5707,45500.0
5708,45500.0
5709,45750.0
5710,45800.0
5711,45900.0
5712,45900.0
5713,45900.0
5714,45900.0
5715,45900.0
5716,45900.0
5717,45900.0
5718,45950.0
5719,45950.0
5720,45950.0
5721,45979.0
5722,45990.0
5723,45990.0
5724,45990.0
5725,45999.0
5726,45999.0
5727,46000.0
5728,46000.0
5729,46000.0
5730,46000.0
5731,46300.0
5732,46300.0
5733,46400.0
5734,46700.0
5735,46750.0
5736,46800.0
5737,46900.0
5738,46900.0
5739,46900.0
5740,46900.0
5741,46900.0
5742,46900.0
5743,46900.0
5744,45990.0
5745,45999.0
5746,45999.0
5747,46000.0
5748,46000.0
5749,46000.0
5750,46000.0
5751,46300.0
5752,46300.0
5753,46400.0
5754,46700.0
5755,46750.0
5756,46800.0
5757,46900.0
5758,46900.0
5759,46900.0
5760,46900.0
5761,46900.0
5762,46900.0
5763,46900.0
5764,46900.0
5765,46900.0
5766,46950.0
5767,46990.0
5768,46999.0
5769,47000.0
5770,47000.0
5771,47500.0
5772,47500.0
5773,47500.0
5774,47550.0
5775,47700.0
5776,47900.0
5777,47900.0
5778,47900.0
5779,47950.0
5780,47999.0
5781,48000.0
5782,46900.0
5783,46900.0
5784,46950.0
5785,46950.0
5786,46990.0
5787,46999.0
5788,47000.0
5789,47000.0
5790,47500.0
5791,47500.0
5792,47500.0
5793,47550.0
5794,47700.0
5795,47900.0
5796,47900.0
5797,47900.0
5798,47900.0
5799,47950.0
5800,47999.0
5801,48000.0
5802,48000.0
5803,48000.0
5804,48000.0
5805,48400.0
5806,48400.0
5807,48490.0
5808,48499.0
5809,48500.0
5810,48500.0
5811,48550.0
5812,48690.0
5813,48690.0
5814,48900.0
5815,48950.0
5816,48990.0
5817,48990.0
5818,49000.0
5819,49490.0
5820,49500.0
5821,49500.0
5822,48000.0
5823,48000.0
5824,48000.0
5825,48400.0
5826,48400.0
5827,48490.0
5828,48499.0
5829,48500.0
5830,48500.0
5831,48550.0
5832,48690.0
5833,48690.0
5834,48900.0
5835,48950.0
5836,48990.0
5837,48990.0
5838,49000.0
5839,49490.0
5840,49500.0
5841,49500.0
5842,49500.0
5843,49550.0
5844,49550.0
5845,49700.0
5846,49800.0
5847,49800.0
5848,49900.0
5849,49900.0
5850,49900.0
5851,49900.0
5852,49900.0
5853,49900.0
5854,49900.0
5855,49900.0
5856,49900.0
5857,49900.0
5858,49950.0
5859,49990.0
5860,49990.0
5861,49500.0
5862,49550.0
5863,49550.0
5864,49700.0
5865,49800.0
5866,49800.0
5867,49900.0
5868,49900.0
5869,49900.0
5870,49900.0
5871,49900.0
5872,49900.0
5873,49900.0
5874,49900.0
5875,49900.0
5876,49900.0
5877,49950.0
5878,49950.0
5879,49990.0
5880,49990.0
5881,49990.0
5882,49990.0
5883,49990.0
5884,49990.0
5885,49990.0
5886,49990.0
5887,49990.0
5888,49990.0
5889,49990.0
5890,49990.0
5891,49998.0
5892,49999.0
5893,49999.0
5894,49999.0
5895,49999.0
5896,50000.0
5897,50000.0
5898,50900.0
5899,50900.0
5900,49990.0
5901,49990.0
5902,49990.0
5903,49990.0
5904,49990.0
5905,49990.0
5906,49990.0
5907,49990.0
5908,49990.0
5909,49990.0
5910,49998.0
5911,49999.0
5912,49999.0
5913,49999.0
5914,49999.0
5915,50000.0
5916,50000.0
5917,50820.0
5918,50900.0
5919,50900.0
5920,51000.0
5921,51425.0
5922,51499.0
5923,51900.0
5924,51900.0
5925,51900.0
5926,51990.0
5927,52018.0
5928,52500.0
5929,52500.0
5930,52500.0
5931,52635.0
5932,52750.0
5933,52900.0
5934,52900.0
5935,52900.0
5936,52990.0
5937,52999.0
5938,53000.0
5939,53000.0
5940,51000.0
5941,51425.0
5942,51499.0
5943,51900.0
5944,51900.0
5945,51900.0
5946,51990.0
5947,52018.0
5948,52500.0
5949,52500.0
5950,52500.0
5951,52635.0
5952,52750.0
5953,52900.0
5954,52900.0
5955,52900.0
5956,52990.0
5957,52999.0
5958,53000.0
5959,53000.0
5960,53500.0
5961,53900.0
5962,53900.0
5963,53950.0
5964,53990.0
5965,53990.0
5966,53999.0
5967,54000.0
5968,54000.0
5969,54000.0
5970,54500.0
5971,54500.0
5972,54900.0
5973,54900.0
5974,54900.0
5975,54900.0
5976,54900.0
5977,54900.0
5978,54950.0
5979,54990.0
5980,53500.0
5981,53900.0
5982,53900.0
5983,53950.0
5984,53990.0
5985,53990.0
5986,53999.0
5987,54000.0
5988,54000.0
5989,54000.0
5990,54500.0
5991,54500.0
5992,54900.0
5993,54900.0
5994,54900.0
5995,54900.0
5996,54900.0
5997,54900.0
5998,54950.0
5999,54990.0
6000,54999.0
6001,55299.0
6002,55490.0
6003,55900.0
6004,55900.0
6005,55950.0
6006,55990.0
6007,55999.0
6008,56000.0
6009,56199.0
6010,56300.0
6011,56400.0
6012,56500.0
6013,56900.0
6014,56900.0
6015,56900.0
6016,56990.0
6017,56990.0
6018,57800.0
6019,54999.0
6020,55299.0
6021,55490.0
6022,55900.0
6023,55900.0
6024,55950.0
6025,55990.0
6026,55999.0
6027,56000.0
6028,56000.0
6029,56199.0
6030,56300.0
6031,56400.0
6032,56500.0
6033,56900.0
6034,56900.0
6035,56900.0
6036,56990.0
6037,56990.0
6038,57800.0
6039,57800.0
6040,57990.0
6041,57990.0
6042,58000.0
6043,58000.0
6044,58490.0
6045,58500.0
6046,58888.0
6047,58900.0
6048,58950.0
6049,58990.0
6050,58990.0
6051,58999.0
6052,59000.0
6053,59290.0
6054,59400.0
6055,59500.0
6056,59600.0
6057,59900.0
6058,59900.0
6059,57800.0
6060,57990.0
6061,57990.0
6062,58000.0
6063,58000.0
6064,58490.0
6065,58500.0
6066,58888.0
6067,58900.0
6068,58950.0
6069,58990.0
6070,58990.0
6071,58999.0
6072,59000.0
6073,59290.0
6074,59400.0
6075,59500.0
6076,59600.0
6077,59900.0
6078,59900.0
6079,59600.0
6080,59900.0
6081,59900.0
6082,59900.0
6083,59900.0
6084,59900.0
6085,59900.0
6086,59900.0
6087,59950.0
6088,59950.0
6089,59990.0
6090,59990.0
6091,59990.0
6092,59990.0
6093,59999.0
6094,59999.0
6095,60800.0
6096,60800.0
6097,60900.0
6098,60999.0
6099,59600.0
6100,59900.0
6101,59900.0
6102,59900.0
6103,59900.0
6104,59900.0
6105,59900.0
6106,59900.0
6107,59950.0
6108,59950.0
6109,59990.0
6110,59990.0
6111,59990.0
6112,59990.0
6113,59999.0
6114,59999.0
6115,60800.0
6116,60800.0
6117,60900.0
6118,60999.0
6119,62500.0
6120,62500.0
6121,62750.0
6122,62790.0
6123,62990.0
6124,63000.0
6125,63000.0
6126,63000.0
6127,63041.0
6128,63333.0
6129,63499.0
6130,63500.0
6131,63900.0
6132,63900.0
6133,63900.0
6134,63900.0
6135,63950.0
6136,63990.0
6137,63990.0
6138,63990.0
6139,62500.0
6140,62500.0
6141,62750.0
6142,62790.0
6143,62990.0
6144,63000.0
6145,63000.0
6146,63000.0
6147,63041.0
6148,63333.0
6149,63499.0
6150,63500.0
6151,63900.0
6152,63900.0
6153,63900.0
6154,63900.0
6155,63950.0
6156,63990.0
6157,63990.0
6158,63990.0
6159,63990.0
6160,63990.0
6161,63990.0
6162,63999.0
6163,64000.0
6164,64000.0
6165,64000.0
6166,64300.0
6167,64500.0
6168,64700.0
6169,64900.0
6170,64900.0
6171,64900.0
6172,64900.0
6173,64950.0
6174,65000.0
6175,65000.0
6176,65000.0
6177,65290.0
6178,65340.0
6179,63990.0
6180,63990.0
6181,63990.0
6182,63999.0
6183,64000.0
6184,64000.0
6185,64000.0
6186,64300.0
6187,64500.0
6188,64700.0
6189,64900.0
6190,64900.0
6191,64900.0
6192,64900.0
6193,64950.0
6194,65000.0
6195,65000.0
6196,65000.0
6197,65290.0
6198,65340.0
6199,65500.0
6200,65999.0
6201,66000.0
6202,66890.0
6203,66900.0
6204,66990.0
6205,67000.0
6206,67150.0
6207,67500.0
6208,67900.0
6209,67900.0
6210,67900.0
6211,67900.0
6212,67900.0
6213,68000.0
6214,68500.0
6215,68900.0
6216,68900.0
6217,68900.0
6218,69500.0
6219,65500.0
6220,65999.0
6221,66000.0
6222,66890.0
6223,66900.0
6224,66990.0
6225,67000.0
6226,67150.0
6227,67500.0
6228,67900.0
6229,67900.0
6230,67900.0
6231,67900.0
6232,67900.0
6233,68000.0
6234,68500.0
6235,68900.0
6236,68900.0
6237,68900.0
6238,69500.0
6239,69500.0
6240,69900.0
6241,69900.0
6242,69900.0
6243,69900.0
6244,69900.0
6245,69990.0
6246,69990.0
6247,69990.0
6248,69999.0
6249,69999.0
6250,69999.0
6251,69999.0
6252,70000.0
6253,70000.0
6254,70499.0
6255,70990.0
6256,70999.0
6257,70999.0
6258,71899.0
6259,69500.0
6260,69900.0
6261,69900.0
6262,69900.0
6263,69900.0
6264,69900.0
6265,69990.0
6266,69990.0
6267,69990.0
6268,69999.0
6269,69999.0
6270,69999.0
6271,69999.0
6272,70000.0
6273,70000.0
6274,70499.0
6275,70990.0
6276,70999.0
6277,70999.0
6278,71899.0
6279,71900.0
6280,71990.0
6281,71990.0
6282,71990.0
6283,72000.0
6284,72500.0
6285,72990.0
6286,73000.0
6287,73500.0
6288,73590.0
6289,74000.0
6290,74000.0
6291,74500.0
6292,74900.0
6293,74900.0
6294,74999.0
6295,75000.0
6296,75000.0
6297,71900.0
6298,71990.0
6299,71990.0
6300,71990.0
6301,72000.0
6302,72000.0
6303,72500.0
6304,72990.0
6305,73000.0
6306,73500.0
6307,73590.0
6308,73900.0
6309,74000.0
6310,74000.0
6311,74500.0
6312,74900.0
6313,74900.0
6314,74999.0
6315,75000.0
6316,75000.0
6317,75679.0
6318,75999.0
6319,76218.0
6320,76900.0
6321,76990.0
6322,76999.0
6323,77000.0
6324,77000.0
6325,77000.0
6326,77100.0
6327,77900.0
6328,78000.0
6329,78000.0
6330,78000.0
6331,78900.0
6332,79000.0
6333,79800.0
6334,79800.0
6335,79890.0
6336,79900.0
6337,75679.0
6338,75999.0
6339,76218.0
6340,76900.0
6341,76990.0
6342,76999.0
6343,77000.0
6344,77000.0
6345,77000.0
6346,77100.0
6347,77900.0
6348,78000.0
6349,78000.0
6350,78000.0
6351,78900.0
6352,79000.0
6353,79800.0
6354,79800.0
6355,79890.0
6356,79900.0
6357,79900.0
6358,79950.0
6359,79990.0
6360,79990.0
6361,79990.0
6362,79990.0
6363,79990.0
6364,79999.0
6365,80800.0
6366,80900.0
6367,80990.0
6368,81000.0
6369,81500.0
6370,81900.0
6371,81990.0
6372,82500.0
6373,82900.0
6374,83900.0
6375,83990.0
6376,84400.0
6377,79900.0
6378,79950.0
6379,79990.0
6380,79990.0
6381,79990.0
6382,79990.0
6383,79990.0
6384,79999.0
6385,80800.0
6386,80900.0
6387,80990.0
6388,81000.0
6389,81500.0
6390,81900.0
6391,81990.0
6392,82500.0
6393,82900.0
6394,83900.0
6395,83990.0
6396,84400.0
6397,84500.0
6398,84900.0
6399,84990.0
6400,85000.0
6401,85600.0
6402,85900.0
6403,85950.0
6404,85999.0
6405,86900.0
6406,87999.0
6407,88000.0
6408,88800.0
6409,88900.0
6410,89000.0
6411,89000.0
6412,89900.0
6413,89990.0
6414,89999.0
6415,90000.0
6416,92000.0
6417,84500.0
6418,84900.0
6419,84990.0
6420,85000.0
6421,85600.0
6422,85900.0
6423,85950.0
6424,85999.0
6425,86900.0
6426,87999.0
6427,88000.0
6428,88800.0
6429,88900.0
6430,89000.0
6431,89000.0
6432,89900.0
6433,89990.0
6434,89999.0
6435,90000.0
6436,92000.0
6437,95000.0
6438,95590.0
6439,96400.0
6440,97500.0
6441,97500.0
6442,99000.0
6443,99500.0
6444,99800.0
6445,99900.0
6446,99990.0
6447,99990.0
6448,99999.0
6449,100000.0
6450,102890.0
6451,103990.0
6452,105000.0
6453,105000.0
6454,105500.0
6455,107900.0
6456,108000.0
6457,95000.0
6458,95590.0
6459,96400.0
6460,97500.0
6461,97500.0
6462,99000.0
6463,99500.0
6464,99800.0
6465,99900.0
6466,99990.0
6467,99990.0
6468,99999.0
6469,100000.0
6470,102890.0
6471,103990.0
6472,105000.0
6473,105000.0
6474,105500.0
6475,107900.0
6476,108000.0
6477,108900.0
6478,109000.0
6479,109900.0
6480,114000.0
6481,115000.0
6482,118000.0
6483,118500.0
6484,118990.0
6485,120000.0
6486,125000.0
6487,125000.0
6488,125000.0
6489,126500.0
6490,127000.0
6491,129000.0
6492,129999.0
6493,134000.0
6494,134900.0
6495,137900.0
6496,138000.0
6497,108900.0
6498,109000.0
6499,109900.0
6500,114000.0
6501,115000.0
6502,118000.0
6503,118500.0
6504,118990.0
6505,120000.0
6506,125000.0
6507,125000.0
6508,125000.0
6509,126500.0
6510,127000.0
6511,129000.0
6512,129999.0
6513,134000.0
6514,134900.0
6515,137900.0
6516,138000.0
6517,138000.0
6518,139000.0
6519,143898.0
6520,146990.0
6521,149000.0
6522,155000.0
6523,156500.0
6524,159900.0
6525,165000.0
6526,169900.0
6527,169990.0
6528,179000.0
6529,179900.0
6530,195000.0
6531,210300.0
6532,245990.0
6533,281550.0
6534,291450.0
6535,138000.0
6536,139000.0
6537,143898.0
6538,146990.0
6539,149000.0
6540,155000.0
6541,156500.0
6542,159900.0
6543,165000.0
6544,169900.0
6545,169990.0
6546,171990.0
6547,179000.0
6548,179900.0
6549,195000.0
6550,210300.0
6551,245990.0
6552,266200.0
6553,281550.0
6554,291450.0
6555,308300.0
6556,400000.0
6557,425000.0
6558,489800.0
6559,308300.0
6560,400000.0
6561,425000.0
6562,489800.0
6563,1350.0
6564,1600.0
6565,1650.0
6566,1850.0
6567,1900.0
6568,1950.0
6569,1999.0
6570,2000.0
6571,2100.0
6572,2100.0
6573,2380.0
6574,2400.0
6575,2450.0
6576,2550.0
6577,2600.0
6578,2650.0
6579,2699.0
6580,2700.0
6581,2750.0
6582,2800.0
6583,2800.0
6584,2800.0
6585,2850.0
6586,2850.0
6587,2900.0
6588,2950.0
6589,2950.0
6590,2995.0
6591,3000.0
6592,3000.0
6593,3100.0
6594,3100.0
6595,3150.0
6596,3160.0
6597,3200.0
6598,3250.0
6599,3600.0
6600,3250.0
6601,3300.0
6602,3300.0
6603,3300.0
6604,3333.0
6605,3350.0
6606,3400.0
6607,3450.0
6608,3450.0
6609,3550.0
6610,3555.0
6611,3590.0
6612,3600.0
6613,3600.0
6614,3600.0
6615,3650.0
6616,3650.0
6617,3650.0
6618,3690.0
6619,3699.0
6620,3999.0
6621,3699.0
6622,3700.0
6623,3700.0
6624,3750.0
6625,3750.0
6626,3750.0
6627,3800.0
6628,3800.0
6629,3850.0
6630,3850.0
6631,3850.0
6632,3900.0
6633,3900.0
6634,3900.0
6635,3950.0
6636,3990.0
6637,3999.0
6638,3999.0
6639,3999.0
6640,3999.0
6641,4000.0
6642,4000.0
6643,4000.0
6644,4100.0
6645,4100.0
6646,4100.0
6647,4100.0
6648,4100.0
6649,4144.0
6650,4150.0
6651,4150.0
6652,4150.0
6653,4200.0
6654,4200.0
6655,4200.0
6656,4250.0
6657,4250.0
6658,4250.0
6659,4350.0
6660,4400.0
6661,4500.0
6662,4450.0
6663,4450.0
6664,4450.0
6665,4450.0
6666,4480.0
6667,4490.0
6668,4500.0
6669,4500.0
6670,4500.0
6671,4550.0
6672,4600.0
6673,4600.0
6674,4650.0
6675,4650.0
6676,4650.0
6677,4650.0
6678,4650.0
6679,4650.0
6680,4650.0
6681,4650.0
6682,4650.0
6683,4666.0
6684,4699.0
6685,4700.0
6686,4750.0
6687,4798.0
6688,4800.0
6689,4800.0
6690,4850.0
6691,4900.0
6692,4900.0
6693,4900.0
6694,4900.0
6695,4900.0
6696,4900.0
6697,4950.0
6698,4950.0
6699,4950.0
6700,4950.0
6701,4950.0
6702,5150.0
6703,4950.0
6704,4950.0
6705,4950.0
6706,4995.0
6707,5000.0
6708,5000.0
6709,5000.0
6710,5000.0
6711,5000.0
6712,5000.0
6713,5150.0
6714,5200.0
6715,5300.0
6716,5300.0
6717,5300.0
6718,5380.0
6719,5444.0
6720,5450.0
6721,5500.0
6722,5500.0
6723,5500.0
6724,5500.0
6725,5500.0
6726,5500.0
6727,5500.0
6728,5550.0
6729,5600.0
6730,5600.0
6731,5650.0
6732,5650.0
6733,5650.0
6734,5700.0
6735,5700.0
6736,5700.0
6737,5750.0
6738,5750.0
6739,5799.0
6740,5799.0
6741,5800.0
6742,5800.0
6743,5800.0
6744,5900.0
6745,5950.0
6746,5950.0
6747,5950.0
6748,5999.0
6749,5999.0
6750,5999.0
6751,5999.0
6752,6000.0
6753,6000.0
6754,6000.0
6755,6100.0
6756,6150.0
6757,6200.0
6758,6200.0
6759,6200.0
6760,6200.0
6761,6200.0
6762,6200.0
6763,6500.0
6764,6300.0
6765,6300.0
6766,6300.0
6767,6300.0
6768,6350.0
6769,6350.0
6770,6390.0
6771,6400.0
6772,6400.0
6773,6400.0
6774,6400.0
6775,6467.0
6776,6490.0
6777,6490.0
6778,6500.0
6779,6500.0
6780,6500.0
6781,6500.0
6782,6500.0
6783,6500.0
6784,6500.0
6785,6555.0
6786,6600.0
6787,6600.0
6788,6600.0
6789,6650.0
6790,6650.0
6791,6650.0
6792,6700.0
6793,6700.0
6794,6700.0
6795,6700.0
6796,6700.0
6797,6700.0
6798,6700.0
6799,6750.0
6800,6800.0
6801,6800.0
6802,6800.0
6803,6850.0
6804,7000.0
6805,7000.0
6806,6850.0
6807,6850.0
6808,6890.0
6809,6900.0
6810,6900.0
6811,6950.0
6812,6999.0
6813,6999.0
6814,6999.0
6815,7000.0
6816,7000.0
6817,7000.0
6818,7050.0
6819,7150.0
6820,7199.0
6821,7200.0
6822,7200.0
6823,7300.0
6824,7300.0
6825,7300.0
6826,7600.0
6827,7350.0
6828,7400.0
6829,7450.0
6830,7450.0
6831,7499.0
6832,7500.0
6833,7500.0
6834,7500.0
6835,7500.0
6836,7500.0
6837,7550.0
6838,7600.0
6839,7600.0
6840,7600.0
6841,7600.0
6842,7600.0
6843,7650.0
6844,7700.0
6845,7700.0
6846,7750.0
6847,7790.0
6848,7800.0
6849,7850.0
6850,7850.0
6851,7899.0
6852,7900.0
6853,7900.0
6854,7900.0
6855,7900.0
6856,7900.0
6857,7900.0
6858,7950.0
6859,7950.0
6860,7999.0
6861,7999.0
6862,7999.0
6863,8000.0
6864,8000.0
6865,8000.0
6866,8100.0
6867,8100.0
6868,8100.0
6869,8200.0
6870,8200.0
6871,8250.0
6872,8250.0
6873,8250.0
6874,8400.0
6875,8400.0
6876,8400.0
6877,8450.0
6878,8450.0
6879,8500.0
6880,8500.0
6881,8500.0
6882,8500.0
6883,8500.0
6884,8550.0
6885,8600.0
6886,8600.0
6887,8600.0
6888,8650.0
6889,8700.0
6890,8700.0
6891,8700.0
6892,8750.0
6893,8800.0
6894,8800.0
6895,8850.0
6896,8888.0
6897,8900.0
6898,8900.0
6899,8900.0
6900,8900.0
6901,8900.0
6902,8900.0
6903,8950.0
6904,8950.0
6905,8950.0
6906,8950.0
6907,9250.0
6908,8990.0
6909,8999.0
6910,8999.0
6911,8999.0
6912,9100.0
6913,9150.0
6914,9150.0
6915,9200.0
6916,9200.0
6917,9200.0
6918,9200.0
6919,9200.0
6920,9250.0
6921,9350.0
6922,9400.0
6923,9400.0
6924,9400.0
6925,9450.0
6926,9450.0
6927,9490.0
6928,9500.0
6929,9500.0
6930,9500.0
6931,9500.0
6932,9500.0
6933,9500.0
6934,9500.0
6935,9559.0
6936,9600.0
6937,9600.0
6938,9600.0
6939,9600.0
6940,9650.0
6941,9650.0
6942,9700.0
6943,9700.0
6944,9700.0
6945,9750.0
6946,9800.0
6947,9800.0
6948,9800.0
6949,9800.0
6950,9900.0
6951,9900.0
6952,9900.0
6953,9900.0
6954,9950.0
6955,9950.0
6956,9950.0
6957,9950.0
6958,9950.0
6959,9956.0
6960,9990.0
6961,9990.0
6962,9999.0
6963,9999.0
6964,9999.0
6965,9999.0
6966,9999.0
6967,9999.0
6968,10000.0
6969,9999.0
6970,10000.0
6971,10000.0
6972,10000.0
6973,10000.0
6974,10100.0
6975,10200.0
6976,10200.0
6977,10200.0
6978,10250.0
6979,10250.0
6980,10290.0
6981,10349.0
6982,10400.0
6983,10450.0
6984,10495.0
6985,10499.0
6986,10500.0
6987,10500.0
6988,10500.0
6989,10700.0
6990,10500.0
6991,10500.0
6992,10500.0
6993,10500.0
6994,10500.0
6995,10500.0
6996,10500.0
6997,10500.0
6998,10600.0
6999,10600.0
7000,10700.0
7001,10700.0
7002,10700.0
7003,10750.0
7004,10800.0
7005,10800.0
7006,10800.0
7007,10850.0
7008,10890.0
7009,10950.0
7010,10950.0
7011,10950.0
7012,10950.0
7013,10990.0
7014,10999.0
7015,11000.0
7016,11000.0
7017,11000.0
7018,11008.0
7019,11100.0
7020,11100.0
7021,11111.0
7022,11200.0
7023,11200.0
7024,11200.0
7025,11200.0
7026,11200.0
7027,11200.0
7028,11200.0
7029,11299.0
7030,11300.0
7031,11300.0
7032,11300.0
7033,11350.0
7034,11400.0
7035,11400.0
7036,11400.0
7037,11500.0
7038,11500.0
7039,11500.0
7040,11555.0
7041,11600.0
7042,11650.0
7043,11699.0
7044,11700.0
7045,11700.0
7046,11750.0
7047,11800.0
7048,11900.0
7049,11900.0
7050,11900.0
7051,11900.0
7052,11900.0
7053,11900.0
7054,11900.0
7055,11950.0
7056,11999.0
7057,11999.0
7058,11999.0
7059,11999.0
7060,11999.0
7061,12100.0
7062,12100.0
7063,12100.0
7064,12200.0
7065,12200.0
7066,12200.0
7067,12200.0
7068,12200.0
7069,12200.0
7070,12500.0
7071,12500.0
7072,12600.0
7073,12222.0
7074,12299.0
7075,12300.0
7076,12300.0
7077,12300.0
7078,12300.0
7079,12400.0
7080,12400.0
7081,12499.0
7082,12500.0
7083,12500.0
7084,12500.0
7085,12500.0
7086,12500.0
7087,12500.0
7088,12500.0
7089,12600.0
7090,12600.0
7091,12650.0
7092,12650.0
7093,13100.0
7094,12700.0
7095,12700.0
7096,12700.0
7097,12700.0
7098,12888.0
7099,12890.0
7100,12900.0
7101,12900.0
7102,12900.0
7103,12900.0
7104,12900.0
7105,12900.0
7106,12956.0
7107,12999.0
7108,13000.0
7109,13000.0
7110,13000.0
7111,13000.0
7112,13100.0
7113,13100.0
7114,13100.0
7115,13150.0
7116,13250.0
