Modelis,Kebulas,Pavara,Variklis,Kuras,Gamybos_metai,Rida,Kaina,Miestas,Web_linkas,k,Gamintojas
Land Rover Evoque,Visureigis / Krosoveris,Automatinė,"2.2 l., 140 kW",Dyzelinas,2012-11,230 000 km,14 500 €,Kaunas,https://autoplius.lt/skelbimai/land-rover-evoque-2-2-l-visureigis-krosoveris-2012-dyzelinas-23472645.html,14500.0,Land
Volvo XC60,Visureigis / Krosoveris,Automatinė,"2.0 l., 120 kW",Dyzelinas,2013-07,233 000 km,14 555 €,Kaunas,https://autoplius.lt/skelbimai/volvo-xc60-2-0-l-visureigis-krosoveris-2013-dyzelinas-25460855.html,14555.0,Volvo
Audi A8,Sedanas,Automatinė,"4.0 l., 309 kW",Benzinas,2013-12,180 000 km,14 600 €,Klaipėda,https://autoplius.lt/skelbimai/audi-a8-4-0-l-sedanas-2013-benzinas-25651827.html,14600.0,Audi
Audi Q5,Visureigis / Krosoveris,Automatinė,"2.0 l., 165 kW",Benzinas,2014-01,140 000 km,14 650 €,Vilnius,https://autoplius.lt/skelbimai/audi-q5-2-0-l-visureigis-krosoveris-2014-benzinas-25707420.html,14650.0,Audi
Skoda Octavia,Universalas,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-05,190 239 km,14 700 €,Šiauliai,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2017-dyzelinas-24959389.html,14700.0,Skoda
Volvo V40 Cross Country,Hečbekas,Automatinė,"1.5 l., 112 kW",Benzinas,2019-06,72 000 km,14 700 €,Šiauliai,https://autoplius.lt/skelbimai/volvo-v40-cross-country-1-5-l-hecbekas-2019-benzinas-25696582.html,14700.0,Volvo
Volkswagen Crafter,Krovininis mikroautobusas,Mechaninė,"2.0 l., 120 kW",Dyzelinas,2016-10,319 000 km,14 762 €,Utena,https://autoplius.lt/skelbimai/volkswagen-crafter-2-0-l-krovininis-mikroautobusas-2016-dyzelinas-24813661.html,14762.0,Volkswagen
BMW 530,Universalas,Automatinė,"3.0 l., 190 kW",Dyzelinas,2014-03,274 000 km,14 799 €,Prienai,https://autoplius.lt/skelbimai/bmw-530-3-0-l-universalas-2014-dyzelinas-25518883.html,14799.0,BMW
Ford Transit Custom,Krovininis mikroautobusas,Automatinė,"2.0 l., 125 kW",Dyzelinas,2020-02,174 000 km,14 800 €,Klaipėda,https://autoplius.lt/skelbimai/ford-transit-custom-2-0-l-krovininis-mikroautobusas-2020-dyzelinas-25611327.html,14800.0,Ford
Land Rover Evoque,Visureigis / Krosoveris,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-03,224 700 km,14 900 €,Tauragė,https://autoplius.lt/skelbimai/land-rover-evoque-2-0-l-visureigis-krosoveris-2017-dyzelinas-24939743.html,14900.0,Land
Mercedes-Benz ML350,Visureigis / Krosoveris,Automatinė,"3.0 l., 190 kW",Dyzelinas,2012-07,253 532 km,14 900 €,Tauragė,https://autoplius.lt/skelbimai/mercedes-benz-ml350-3-0-l-visureigis-krosoveris-2012-dyzelinas-25147004.html,14900.0,Mercedes-Benz
Land Rover Discovery Sport,Visureigis / Krosoveris,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-11,132 000 km,14 900 €,Šiauliai,https://autoplius.lt/skelbimai/land-rover-discovery-sport-2-0-l-visureigis-krosoveris-2017-dyzelinas-25328981.html,14900.0,Land
Skoda Octavia,Universalas,Automatinė,"2.0 l., 135 kW",Dyzelinas,2019-09,158 000 km,14 944 €,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2019-dyzelinas-24944719.html,14944.0,Skoda
BMW 535,Universalas,Automatinė,"3.0 l., 230 kW",Dyzelinas,2014-02,269 900 km,14 950 €,Šiauliai,https://autoplius.lt/skelbimai/bmw-535-3-0-l-universalas-2014-dyzelinas-25651089.html,14950.0,BMW
Audi A4,Universalas,Automatinė,"2.0 l., 110 kW",Dyzelinas,2018-12,231 000 km,14 950 €,Vilnius,https://autoplius.lt/skelbimai/audi-a4-2-0-l-universalas-2018-dyzelinas-25537047.html,14950.0,Audi
Audi A6,Universalas,Automatinė,"2.0 l., 140 kW",Dyzelinas,2016-08,249 297 km,14 950 €,Kaunas,https://autoplius.lt/skelbimai/audi-a6-2-0-l-universalas-2016-dyzelinas-25144254.html,14950.0,Audi
Mercedes-Benz CLS350,Kupė (Coupe),Automatinė,"3.0 l., 195 kW",Dyzelinas,2011-12,378 000 km,14 500 €,Vilnius,https://autoplius.lt/skelbimai/mercedes-benz-cls350-3-0-l-kupe-coupe-2011-dyzelinas-25631523.html,14500.0,Mercedes-Benz
BMW 320,Sedanas,Automatinė,"2.0 l., 135 kW",Benzinas,2015-05,99 000 km,14 500 €,Vilnius,https://autoplius.lt/skelbimai/bmw-320-2-0-l-sedanas-2015-benzinas-24816111.html,14500.0,BMW
Toyota Corolla,Universalas,Automatinė,"2.0 l., 132 kW",Benzinas / elektra,2019-10,215 000 km,14 500 €,Panevėžys,https://autoplius.lt/skelbimai/toyota-corolla-2-0-l-universalas-2019-benzinas-elektra-24800955.html,14500.0,Toyota
Mercedes-Benz Vito,Komercinis,Automatinė,"2.1 l., 120 kW",Dyzelinas,2019-12,177 000 km,14 500 €,Kaunas,https://autoplius.lt/skelbimai/mercedes-benz-vito-2-1-l-komercinis-2019-dyzelinas-24450404.html,14500.0,Mercedes-Benz
Land Rover Evoque,Visureigis / Krosoveris,Automatinė,"2.2 l., 140 kW",Dyzelinas,2012-11,230 000 km,14 500 €,Kaunas,https://autoplius.lt/skelbimai/land-rover-evoque-2-2-l-visureigis-krosoveris-2012-dyzelinas-23472645.html,14500.0,Land
Volvo XC60,Visureigis / Krosoveris,Automatinė,"2.0 l., 120 kW",Dyzelinas,2013-07,233 000 km,14 555 €,Kaunas,https://autoplius.lt/skelbimai/volvo-xc60-2-0-l-visureigis-krosoveris-2013-dyzelinas-25460855.html,14555.0,Volvo
Audi A8,Sedanas,Automatinė,"4.0 l., 309 kW",Benzinas,2013-12,180 000 km,14 600 €,Klaipėda,https://autoplius.lt/skelbimai/audi-a8-4-0-l-sedanas-2013-benzinas-25651827.html,14600.0,Audi
Audi Q5,Visureigis / Krosoveris,Automatinė,"2.0 l., 165 kW",Benzinas,2014-01,140 000 km,14 650 €,Vilnius,https://autoplius.lt/skelbimai/audi-q5-2-0-l-visureigis-krosoveris-2014-benzinas-25707420.html,14650.0,Audi
Skoda Octavia,Universalas,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-05,190 239 km,14 700 €,Šiauliai,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2017-dyzelinas-24959389.html,14700.0,Skoda
Volvo V40 Cross Country,Hečbekas,Automatinė,"1.5 l., 112 kW",Benzinas,2019-06,72 000 km,14 700 €,Šiauliai,https://autoplius.lt/skelbimai/volvo-v40-cross-country-1-5-l-hecbekas-2019-benzinas-25696582.html,14700.0,Volvo
Volkswagen Crafter,Krovininis mikroautobusas,Mechaninė,"2.0 l., 120 kW",Dyzelinas,2016-10,319 000 km,14 762 €,Utena,https://autoplius.lt/skelbimai/volkswagen-crafter-2-0-l-krovininis-mikroautobusas-2016-dyzelinas-24813661.html,14762.0,Volkswagen
BMW 530,Universalas,Automatinė,"3.0 l., 190 kW",Dyzelinas,2014-03,274 000 km,14 799 €,Prienai,https://autoplius.lt/skelbimai/bmw-530-3-0-l-universalas-2014-dyzelinas-25518883.html,14799.0,BMW
Ford Transit Custom,Krovininis mikroautobusas,Automatinė,"2.0 l., 125 kW",Dyzelinas,2020-02,174 000 km,14 800 €,Klaipėda,https://autoplius.lt/skelbimai/ford-transit-custom-2-0-l-krovininis-mikroautobusas-2020-dyzelinas-25611327.html,14800.0,Ford
Land Rover Evoque,Visureigis / Krosoveris,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-03,224 700 km,14 900 €,Tauragė,https://autoplius.lt/skelbimai/land-rover-evoque-2-0-l-visureigis-krosoveris-2017-dyzelinas-24939743.html,14900.0,Land
Mercedes-Benz ML350,Visureigis / Krosoveris,Automatinė,"3.0 l., 190 kW",Dyzelinas,2012-07,253 532 km,14 900 €,Tauragė,https://autoplius.lt/skelbimai/mercedes-benz-ml350-3-0-l-visureigis-krosoveris-2012-dyzelinas-25147004.html,14900.0,Mercedes-Benz
Land Rover Discovery Sport,Visureigis / Krosoveris,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-11,132 000 km,14 900 €,Šiauliai,https://autoplius.lt/skelbimai/land-rover-discovery-sport-2-0-l-visureigis-krosoveris-2017-dyzelinas-25328981.html,14900.0,Land
Skoda Octavia,Universalas,Automatinė,"2.0 l., 135 kW",Dyzelinas,2019-09,158 000 km,14 944 €,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2019-dyzelinas-24944719.html,14944.0,Skoda
BMW 535,Universalas,Automatinė,"3.0 l., 230 kW",Dyzelinas,2014-02,269 900 km,14 950 €,Šiauliai,https://autoplius.lt/skelbimai/bmw-535-3-0-l-universalas-2014-dyzelinas-25651089.html,14950.0,BMW
Audi A4,Universalas,Automatinė,"2.0 l., 110 kW",Dyzelinas,2018-12,231 000 km,14 950 €,Vilnius,https://autoplius.lt/skelbimai/audi-a4-2-0-l-universalas-2018-dyzelinas-25537047.html,14950.0,Audi
Audi A6,Universalas,Automatinė,"2.0 l., 140 kW",Dyzelinas,2016-08,249 297 km,14 950 €,Kaunas,https://autoplius.lt/skelbimai/audi-a6-2-0-l-universalas-2016-dyzelinas-25144254.html,14950.0,Audi
Mercedes-Benz CLS350,Kupė (Coupe),Automatinė,"3.0 l., 195 kW",Dyzelinas,2011-12,378 000 km,14 500 €,Vilnius,https://autoplius.lt/skelbimai/mercedes-benz-cls350-3-0-l-kupe-coupe-2011-dyzelinas-25631523.html,14500.0,Mercedes-Benz
BMW 320,Sedanas,Automatinė,"2.0 l., 135 kW",Benzinas,2015-05,99 000 km,14 500 €,Vilnius,https://autoplius.lt/skelbimai/bmw-320-2-0-l-sedanas-2015-benzinas-24816111.html,14500.0,BMW
Toyota Corolla,Universalas,Automatinė,"2.0 l., 132 kW",Benzinas / elektra,2019-10,215 000 km,14 500 €,Panevėžys,https://autoplius.lt/skelbimai/toyota-corolla-2-0-l-universalas-2019-benzinas-elektra-24800955.html,14500.0,Toyota
Mercedes-Benz Vito,Komercinis,Automatinė,"2.1 l., 120 kW",Dyzelinas,2019-12,177 000 km,14 500 €,Kaunas,https://autoplius.lt/skelbimai/mercedes-benz-vito-2-1-l-komercinis-2019-dyzelinas-24450404.html,14500.0,Mercedes-Benz
Land Rover Evoque,Visureigis / Krosoveris,Automatinė,"2.2 l., 140 kW",Dyzelinas,2012-11,230 000 km,14 500 €,Kaunas,https://autoplius.lt/skelbimai/land-rover-evoque-2-2-l-visureigis-krosoveris-2012-dyzelinas-23472645.html,14500.0,Land
Volvo XC60,Visureigis / Krosoveris,Automatinė,"2.0 l., 120 kW",Dyzelinas,2013-07,233 000 km,14 555 €,Kaunas,https://autoplius.lt/skelbimai/volvo-xc60-2-0-l-visureigis-krosoveris-2013-dyzelinas-25460855.html,14555.0,Volvo
Audi A8,Sedanas,Automatinė,"4.0 l., 309 kW",Benzinas,2013-12,180 000 km,14 600 €,Klaipėda,https://autoplius.lt/skelbimai/audi-a8-4-0-l-sedanas-2013-benzinas-25651827.html,14600.0,Audi
Audi Q5,Visureigis / Krosoveris,Automatinė,"2.0 l., 165 kW",Benzinas,2014-01,140 000 km,14 650 €,Vilnius,https://autoplius.lt/skelbimai/audi-q5-2-0-l-visureigis-krosoveris-2014-benzinas-25707420.html,14650.0,Audi
Skoda Octavia,Universalas,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-05,190 239 km,14 700 €,Šiauliai,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2017-dyzelinas-24959389.html,14700.0,Skoda
Volvo V40 Cross Country,Hečbekas,Automatinė,"1.5 l., 112 kW",Benzinas,2019-06,72 000 km,14 700 €,Šiauliai,https://autoplius.lt/skelbimai/volvo-v40-cross-country-1-5-l-hecbekas-2019-benzinas-25696582.html,14700.0,Volvo
Volkswagen Crafter,Krovininis mikroautobusas,Mechaninė,"2.0 l., 120 kW",Dyzelinas,2016-10,319 000 km,14 762 €,Utena,https://autoplius.lt/skelbimai/volkswagen-crafter-2-0-l-krovininis-mikroautobusas-2016-dyzelinas-24813661.html,14762.0,Volkswagen
BMW 530,Universalas,Automatinė,"3.0 l., 190 kW",Dyzelinas,2014-03,274 000 km,14 799 €,Prienai,https://autoplius.lt/skelbimai/bmw-530-3-0-l-universalas-2014-dyzelinas-25518883.html,14799.0,BMW
Ford Transit Custom,Krovininis mikroautobusas,Automatinė,"2.0 l., 125 kW",Dyzelinas,2020-02,174 000 km,14 800 €,Klaipėda,https://autoplius.lt/skelbimai/ford-transit-custom-2-0-l-krovininis-mikroautobusas-2020-dyzelinas-25611327.html,14800.0,Ford
Land Rover Evoque,Visureigis / Krosoveris,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-03,224 700 km,14 900 €,Tauragė,https://autoplius.lt/skelbimai/land-rover-evoque-2-0-l-visureigis-krosoveris-2017-dyzelinas-24939743.html,14900.0,Land
Mercedes-Benz ML350,Visureigis / Krosoveris,Automatinė,"3.0 l., 190 kW",Dyzelinas,2012-07,253 532 km,14 900 €,Tauragė,https://autoplius.lt/skelbimai/mercedes-benz-ml350-3-0-l-visureigis-krosoveris-2012-dyzelinas-25147004.html,14900.0,Mercedes-Benz
Land Rover Discovery Sport,Visureigis / Krosoveris,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-11,132 000 km,14 900 €,Šiauliai,https://autoplius.lt/skelbimai/land-rover-discovery-sport-2-0-l-visureigis-krosoveris-2017-dyzelinas-25328981.html,14900.0,Land
Skoda Octavia,Universalas,Automatinė,"2.0 l., 135 kW",Dyzelinas,2019-09,158 000 km,14 944 €,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2019-dyzelinas-24944719.html,14944.0,Skoda
BMW 535,Universalas,Automatinė,"3.0 l., 230 kW",Dyzelinas,2014-02,269 900 km,14 950 €,Šiauliai,https://autoplius.lt/skelbimai/bmw-535-3-0-l-universalas-2014-dyzelinas-25651089.html,14950.0,BMW
Audi A4,Universalas,Automatinė,"2.0 l., 110 kW",Dyzelinas,2018-12,231 000 km,14 950 €,Vilnius,https://autoplius.lt/skelbimai/audi-a4-2-0-l-universalas-2018-dyzelinas-25537047.html,14950.0,Audi
Audi A6,Universalas,Automatinė,"2.0 l., 140 kW",Dyzelinas,2016-08,249 297 km,14 950 €,Kaunas,https://autoplius.lt/skelbimai/audi-a6-2-0-l-universalas-2016-dyzelinas-25144254.html,14950.0,Audi
Mercedes-Benz CLS350,Kupė (Coupe),Automatinė,"3.0 l., 195 kW",Dyzelinas,2011-12,378 000 km,14 500 €,Vilnius,https://autoplius.lt/skelbimai/mercedes-benz-cls350-3-0-l-kupe-coupe-2011-dyzelinas-25631523.html,14500.0,Mercedes-Benz
BMW 320,Sedanas,Automatinė,"2.0 l., 135 kW",Benzinas,2015-05,99 000 km,14 500 €,Vilnius,https://autoplius.lt/skelbimai/bmw-320-2-0-l-sedanas-2015-benzinas-24816111.html,14500.0,BMW
Toyota Corolla,Universalas,Automatinė,"2.0 l., 132 kW",Benzinas / elektra,2019-10,215 000 km,14 500 €,Panevėžys,https://autoplius.lt/skelbimai/toyota-corolla-2-0-l-universalas-2019-benzinas-elektra-24800955.html,14500.0,Toyota
Mercedes-Benz Vito,Komercinis,Automatinė,"2.1 l., 120 kW",Dyzelinas,2019-12,177 000 km,14 500 €,Kaunas,https://autoplius.lt/skelbimai/mercedes-benz-vito-2-1-l-komercinis-2019-dyzelinas-24450404.html,14500.0,Mercedes-Benz
Land Rover Evoque,Visureigis / Krosoveris,Automatinė,"2.2 l., 140 kW",Dyzelinas,2012-11,230 000 km,14 500 €,Kaunas,https://autoplius.lt/skelbimai/land-rover-evoque-2-2-l-visureigis-krosoveris-2012-dyzelinas-23472645.html,14500.0,Land
Volvo XC60,Visureigis / Krosoveris,Automatinė,"2.0 l., 120 kW",Dyzelinas,2013-07,233 000 km,14 555 €,Kaunas,https://autoplius.lt/skelbimai/volvo-xc60-2-0-l-visureigis-krosoveris-2013-dyzelinas-25460855.html,14555.0,Volvo
Audi A8,Sedanas,Automatinė,"4.0 l., 309 kW",Benzinas,2013-12,180 000 km,14 600 €,Klaipėda,https://autoplius.lt/skelbimai/audi-a8-4-0-l-sedanas-2013-benzinas-25651827.html,14600.0,Audi
Audi Q5,Visureigis / Krosoveris,Automatinė,"2.0 l., 165 kW",Benzinas,2014-01,140 000 km,14 650 €,Vilnius,https://autoplius.lt/skelbimai/audi-q5-2-0-l-visureigis-krosoveris-2014-benzinas-25707420.html,14650.0,Audi
Skoda Octavia,Universalas,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-05,190 239 km,14 700 €,Šiauliai,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2017-dyzelinas-24959389.html,14700.0,Skoda
Volvo V40 Cross Country,Hečbekas,Automatinė,"1.5 l., 112 kW",Benzinas,2019-06,72 000 km,14 700 €,Šiauliai,https://autoplius.lt/skelbimai/volvo-v40-cross-country-1-5-l-hecbekas-2019-benzinas-25696582.html,14700.0,Volvo
Volkswagen Crafter,Krovininis mikroautobusas,Mechaninė,"2.0 l., 120 kW",Dyzelinas,2016-10,319 000 km,14 762 €,Utena,https://autoplius.lt/skelbimai/volkswagen-crafter-2-0-l-krovininis-mikroautobusas-2016-dyzelinas-24813661.html,14762.0,Volkswagen
BMW 530,Universalas,Automatinė,"3.0 l., 190 kW",Dyzelinas,2014-03,274 000 km,14 799 €,Prienai,https://autoplius.lt/skelbimai/bmw-530-3-0-l-universalas-2014-dyzelinas-25518883.html,14799.0,BMW
Ford Transit Custom,Krovininis mikroautobusas,Automatinė,"2.0 l., 125 kW",Dyzelinas,2020-02,174 000 km,14 800 €,Klaipėda,https://autoplius.lt/skelbimai/ford-transit-custom-2-0-l-krovininis-mikroautobusas-2020-dyzelinas-25611327.html,14800.0,Ford
Land Rover Evoque,Visureigis / Krosoveris,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-03,224 700 km,14 900 €,Tauragė,https://autoplius.lt/skelbimai/land-rover-evoque-2-0-l-visureigis-krosoveris-2017-dyzelinas-24939743.html,14900.0,Land
Mercedes-Benz ML350,Visureigis / Krosoveris,Automatinė,"3.0 l., 190 kW",Dyzelinas,2012-07,253 532 km,14 900 €,Tauragė,https://autoplius.lt/skelbimai/mercedes-benz-ml350-3-0-l-visureigis-krosoveris-2012-dyzelinas-25147004.html,14900.0,Mercedes-Benz
Land Rover Discovery Sport,Visureigis / Krosoveris,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-11,132 000 km,14 900 €,Šiauliai,https://autoplius.lt/skelbimai/land-rover-discovery-sport-2-0-l-visureigis-krosoveris-2017-dyzelinas-25328981.html,14900.0,Land
Skoda Octavia,Universalas,Automatinė,"2.0 l., 135 kW",Dyzelinas,2019-09,158 000 km,14 944 €,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2019-dyzelinas-24944719.html,14944.0,Skoda
BMW 535,Universalas,Automatinė,"3.0 l., 230 kW",Dyzelinas,2014-02,269 900 km,14 950 €,Šiauliai,https://autoplius.lt/skelbimai/bmw-535-3-0-l-universalas-2014-dyzelinas-25651089.html,14950.0,BMW
Audi A4,Universalas,Automatinė,"2.0 l., 110 kW",Dyzelinas,2018-12,231 000 km,14 950 €,Vilnius,https://autoplius.lt/skelbimai/audi-a4-2-0-l-universalas-2018-dyzelinas-25537047.html,14950.0,Audi
Audi A6,Universalas,Automatinė,"2.0 l., 140 kW",Dyzelinas,2016-08,249 297 km,14 950 €,Kaunas,https://autoplius.lt/skelbimai/audi-a6-2-0-l-universalas-2016-dyzelinas-25144254.html,14950.0,Audi
Mercedes-Benz CLS350,Kupė (Coupe),Automatinė,"3.0 l., 195 kW",Dyzelinas,2011-12,378 000 km,14 500 €,Vilnius,https://autoplius.lt/skelbimai/mercedes-benz-cls350-3-0-l-kupe-coupe-2011-dyzelinas-25631523.html,14500.0,Mercedes-Benz
BMW 320,Sedanas,Automatinė,"2.0 l., 135 kW",Benzinas,2015-05,99 000 km,14 500 €,Vilnius,https://autoplius.lt/skelbimai/bmw-320-2-0-l-sedanas-2015-benzinas-24816111.html,14500.0,BMW
Toyota Corolla,Universalas,Automatinė,"2.0 l., 132 kW",Benzinas / elektra,2019-10,215 000 km,14 500 €,Panevėžys,https://autoplius.lt/skelbimai/toyota-corolla-2-0-l-universalas-2019-benzinas-elektra-24800955.html,14500.0,Toyota
Mercedes-Benz Vito,Komercinis,Automatinė,"2.1 l., 120 kW",Dyzelinas,2019-12,177 000 km,14 500 €,Kaunas,https://autoplius.lt/skelbimai/mercedes-benz-vito-2-1-l-komercinis-2019-dyzelinas-24450404.html,14500.0,Mercedes-Benz
Land Rover Evoque,Visureigis / Krosoveris,Automatinė,"2.2 l., 140 kW",Dyzelinas,2012-11,230 000 km,14 500 €,Kaunas,https://autoplius.lt/skelbimai/land-rover-evoque-2-2-l-visureigis-krosoveris-2012-dyzelinas-23472645.html,14500.0,Land
Volvo XC60,Visureigis / Krosoveris,Automatinė,"2.0 l., 120 kW",Dyzelinas,2013-07,233 000 km,14 555 €,Kaunas,https://autoplius.lt/skelbimai/volvo-xc60-2-0-l-visureigis-krosoveris-2013-dyzelinas-25460855.html,14555.0,Volvo
Audi A8,Sedanas,Automatinė,"4.0 l., 309 kW",Benzinas,2013-12,180 000 km,14 600 €,Klaipėda,https://autoplius.lt/skelbimai/audi-a8-4-0-l-sedanas-2013-benzinas-25651827.html,14600.0,Audi
Audi Q5,Visureigis / Krosoveris,Automatinė,"2.0 l., 165 kW",Benzinas,2014-01,140 000 km,14 650 €,Vilnius,https://autoplius.lt/skelbimai/audi-q5-2-0-l-visureigis-krosoveris-2014-benzinas-25707420.html,14650.0,Audi
Skoda Octavia,Universalas,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-05,190 239 km,14 700 €,Šiauliai,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2017-dyzelinas-24959389.html,14700.0,Skoda
Volvo V40 Cross Country,Hečbekas,Automatinė,"1.5 l., 112 kW",Benzinas,2019-06,72 000 km,14 700 €,Šiauliai,https://autoplius.lt/skelbimai/volvo-v40-cross-country-1-5-l-hecbekas-2019-benzinas-25696582.html,14700.0,Volvo
Volkswagen Crafter,Krovininis mikroautobusas,Mechaninė,"2.0 l., 120 kW",Dyzelinas,2016-10,319 000 km,14 762 €,Utena,https://autoplius.lt/skelbimai/volkswagen-crafter-2-0-l-krovininis-mikroautobusas-2016-dyzelinas-24813661.html,14762.0,Volkswagen
BMW 530,Universalas,Automatinė,"3.0 l., 190 kW",Dyzelinas,2014-03,274 000 km,14 799 €,Prienai,https://autoplius.lt/skelbimai/bmw-530-3-0-l-universalas-2014-dyzelinas-25518883.html,14799.0,BMW
Ford Transit Custom,Krovininis mikroautobusas,Automatinė,"2.0 l., 125 kW",Dyzelinas,2020-02,174 000 km,14 800 €,Klaipėda,https://autoplius.lt/skelbimai/ford-transit-custom-2-0-l-krovininis-mikroautobusas-2020-dyzelinas-25611327.html,14800.0,Ford
Land Rover Evoque,Visureigis / Krosoveris,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-03,224 700 km,14 900 €,Tauragė,https://autoplius.lt/skelbimai/land-rover-evoque-2-0-l-visureigis-krosoveris-2017-dyzelinas-24939743.html,14900.0,Land
Mercedes-Benz ML350,Visureigis / Krosoveris,Automatinė,"3.0 l., 190 kW",Dyzelinas,2012-07,253 532 km,14 900 €,Tauragė,https://autoplius.lt/skelbimai/mercedes-benz-ml350-3-0-l-visureigis-krosoveris-2012-dyzelinas-25147004.html,14900.0,Mercedes-Benz
Land Rover Discovery Sport,Visureigis / Krosoveris,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-11,132 000 km,14 900 €,Šiauliai,https://autoplius.lt/skelbimai/land-rover-discovery-sport-2-0-l-visureigis-krosoveris-2017-dyzelinas-25328981.html,14900.0,Land
Skoda Octavia,Universalas,Automatinė,"2.0 l., 135 kW",Dyzelinas,2019-09,158 000 km,14 944 €,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2019-dyzelinas-24944719.html,14944.0,Skoda
BMW 535,Universalas,Automatinė,"3.0 l., 230 kW",Dyzelinas,2014-02,269 900 km,14 950 €,Šiauliai,https://autoplius.lt/skelbimai/bmw-535-3-0-l-universalas-2014-dyzelinas-25651089.html,14950.0,BMW
Audi A4,Universalas,Automatinė,"2.0 l., 110 kW",Dyzelinas,2018-12,231 000 km,14 950 €,Vilnius,https://autoplius.lt/skelbimai/audi-a4-2-0-l-universalas-2018-dyzelinas-25537047.html,14950.0,Audi
Audi A6,Universalas,Automatinė,"2.0 l., 140 kW",Dyzelinas,2016-08,249 297 km,14 950 €,Kaunas,https://autoplius.lt/skelbimai/audi-a6-2-0-l-universalas-2016-dyzelinas-25144254.html,14950.0,Audi
Mercedes-Benz CLS350,Kupė (Coupe),Automatinė,"3.0 l., 195 kW",Dyzelinas,2011-12,378 000 km,14 500 €,Vilnius,https://autoplius.lt/skelbimai/mercedes-benz-cls350-3-0-l-kupe-coupe-2011-dyzelinas-25631523.html,14500.0,Mercedes-Benz
BMW 320,Sedanas,Automatinė,"2.0 l., 135 kW",Benzinas,2015-05,99 000 km,14 500 €,Vilnius,https://autoplius.lt/skelbimai/bmw-320-2-0-l-sedanas-2015-benzinas-24816111.html,14500.0,BMW
Toyota Corolla,Universalas,Automatinė,"2.0 l., 132 kW",Benzinas / elektra,2019-10,215 000 km,14 500 €,Panevėžys,https://autoplius.lt/skelbimai/toyota-corolla-2-0-l-universalas-2019-benzinas-elektra-24800955.html,14500.0,Toyota
Mercedes-Benz Vito,Komercinis,Automatinė,"2.1 l., 120 kW",Dyzelinas,2019-12,177 000 km,14 500 €,Kaunas,https://autoplius.lt/skelbimai/mercedes-benz-vito-2-1-l-komercinis-2019-dyzelinas-24450404.html,14500.0,Mercedes-Benz
Land Rover Evoque,Visureigis / Krosoveris,Automatinė,"2.2 l., 140 kW",Dyzelinas,2012-11,230 000 km,14 500 €,Kaunas,https://autoplius.lt/skelbimai/land-rover-evoque-2-2-l-visureigis-krosoveris-2012-dyzelinas-23472645.html,14500.0,Land
Volvo XC60,Visureigis / Krosoveris,Automatinė,"2.0 l., 120 kW",Dyzelinas,2013-07,233 000 km,14 555 €,Kaunas,https://autoplius.lt/skelbimai/volvo-xc60-2-0-l-visureigis-krosoveris-2013-dyzelinas-25460855.html,14555.0,Volvo
Audi A8,Sedanas,Automatinė,"4.0 l., 309 kW",Benzinas,2013-12,180 000 km,14 600 €,Klaipėda,https://autoplius.lt/skelbimai/audi-a8-4-0-l-sedanas-2013-benzinas-25651827.html,14600.0,Audi
Audi Q5,Visureigis / Krosoveris,Automatinė,"2.0 l., 165 kW",Benzinas,2014-01,140 000 km,14 650 €,Vilnius,https://autoplius.lt/skelbimai/audi-q5-2-0-l-visureigis-krosoveris-2014-benzinas-25707420.html,14650.0,Audi
Skoda Octavia,Universalas,Automatinė,"2.0 l., 110 kW",Dyzelinas,2017-05,190 239 km,14 700 €,Šiauliai,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2017-dyzelinas-24959389.html,14700.0,Skoda
